Copyright, Sundhedsstyrelsen
Sundhedsstyrelsens SKS-koder opdateres månedligt.
Dette udtræk modsvarer opdateringen d 01/04-2004 15:15:02.

"Kode";"Tekst"
"BLPD32";"Beh. af underben med cirkulær bandage, modellerbart mat."
"BLPD33";"Beh. af underben m. cirkulær bandage,individuelt fremstillet"
"BLPD4";"Behandling af ankelled og fod med cirkulær bandage"
"BLPD40";"Beh. af ankelled og fod m. cirkulær bandage, blød bandage"
"BLPD41";"Beh. af ankelled og fod m. cirkulær bandage, hård præfabr."
"BLPD42";"Beh. af ankelled og fod m. cirkulær bandage, modellerbart"
"BLPD43";"Beh. af ankelled og fod m. cirkulær bandage, individuelt"
"BLPY";"Immobiliserende beh. og forbinding ikke klass. andetsteds"
"BLPY0";"Behandling med stumpbandage"
"BLPY1";"Behandling med DB-skinne"
"BLPY10";"Anlæggelse af DB-skinne"
"BLPY11";"Justering af DB-skinne"
"BLPY9";"Immobiliserende behandling ikke klassificeret andetsteds"
"BLPY90";"Behandling med mitella eller slynge"
"BLPY91";"Behandling med tapening"
"BLPZ";"Delprocedurer ved behandling med immobiliserende bandage"
"BLPZ0";"Fjernelse af immobiliserende bandage"
"BLPZ00";"Fjernelse af cirkulær gipsbandage"
"BLPZ01";"Fjernelse af gipsskinne"
"BLPZ1";"Forstærkning af gipsbandage"
"BLPZ2";"Justering af gipsbandage"
"BLX";"Andre interventioner med relation til bevægeapperatet"
"BLXA";"Immobilisering ved sengeleje"
"BLXA0";"Immobilisering i fladt rygleje"
"BLXA1";"Immobilisering i rygleje med pude under hovedet"
"BLXB";"Specificerede interventioner m. relation til bevægeapperatet"
"BLXB0";"Fodterapeutisk behandling"
"BLXB00";"Fodterapeutisk delbehandling"
"BLXB1";"Behandling med indlæg i fodtøj"
"BLXB10";"Indlæg i fodtøj efter funktionelt aftryk"
"BLXB2";"Individuel aflastning af tå"
"BLXB20";"Individuel aflastning af tå med 'Evazote'"
"BLXB21";"Individuel aflastning af tå med silicone"
"BLXB22";"Individuel aflastning af tå med skumgummi"
"BLXB3";"Hælsko behandling"
"BLXC";"Injektionsbehandling med relation til bevægeapperatet"
"BLXC1";"Injektionsbehandling i extremiteter med botulinum"
"BM";"Perifere kredsløb og lymfesystem"
"BMB";"Anvendelse af perkutan adgang til kredsløbet"
"BMBA";"Anvendelse af kanyle som adgang til kredsløbet"
"BMBA0";"Anv.af kanyle som adgang til det peri.venøse kredsløb"
"BMBA00";"Venepunktur"
"BMBA01";"Venesektio"
"BMBA03";"Skalpvenepunktur"
"BMBA1";"Anv. af kanyle som adgang til det arterielle kredsløb"
"BMBA10";"Arteriepunktur"
"BMBD";"Anvendelse af kateter som adgang til kredsløbet"
"BMBD0";"Anv. af kateteradgang til det centrale venøse kredsløb"
"BMBD00";"Anvendelse af centralt venekateter gennem v. jugularis"
"BMBD01";"Anvendelse af centralt venekateter gennem vena subclavia"
"BMBD1";"Anvendelse af kateteradgang til det arterielle kredsløb"
"BMBZ";"Delprocedure v. anvendelse af perkutan adgang til kredsløbet"
"BMBZ0";"Anlæggelse af kanyle i kredsløbet"
"BMBZ00";"Anlæggelse af venekanyle"
"BMBZ01";"Anlæggelse af vaskulær injektionsport"
"BMBZ1";"Skiftning af kanyle"
"BMBZ10";"Skiftning af venekanyle"
"BMBZ2";"Fjernelse af kanyle"
"BMBZ20";"Fjernelse af venekanyle"
"BMBZ21";"Fjernelse af vaskulær injektionsport"
"BMBZ5";"Anlæggelse af kateter i kredsløbet"
"BMBZ50";"Anlæggelse af venekateter"
"BMBZ50A";"Perkutan nyrevenekateterisation"
"BMBZ50B";"Perkutan binyrevenekateterisation"
"BMBZ50C";"Perkutan levervenekateterisation"
"BMBZ51";"Anlæggelse af centralt venekateter (CVK)"
"BMBZ51A";"Anlæggelse af tunneleret centralt venekateter (CVK)"
"BMBZ51B";"Anlæggelse af tunneleret centralt venekateter i v. jugularis"
"BMBZ51C";"Anlæggelse af centralt venekateter i v. jugularis"
"BMBZ51D";"Anlæggelse af tunneleret centralt venekateter i v. subclavia"
"BMBZ51E";"Anlæggelse af centralt venekateter i v. subclavia"
"BMBZ51F";"Anlæg.af tunneleret centr. venekateter i v. brachiocephalica"
"BMBZ51G";"Anlæggelse af centralt venekateter i v. brachiocephalica"
"BMBZ51H";"Anlæggelse af centralt venekateter i v.  femoralis"
"BMBZ52";"Anlæggelse af arteriekateter"
"BMBZ6";"Skiftning af kateter i kredsløbet"
"BMBZ60";"Skiftning af venekateter"
"BMBZ61";"Skiftning af centralt venekateter (CVK)"
"BMBZ62";"Skiftning af arteriekateter"
"BMBZ7";"Fjernelse af kateter i kredsløbet"
"BMBZ70";"Fjernelse af venekateter"
"BMBZ71";"Fjernelse af centralt venekateter (CVK)"
"BMBZ71A";"Fjernelse af tunneleret centralt venekateter"
"BMBZ72";"Fjernelse af arteriekateter"
"BMD";"Anvendelse af hjælpemidler i rel. til det perifere kredsløb"
"BMDD";"Behandling med støttestrømper"
"BMDD0";"Behandling med crusstøttestrømpe"
"BMDD1";"Behandling med femurstøttestrømpe"
"BMDD2";"Behandling med armstøttestrømpe"
"BMDD5";"Måltagning til støttestrømpe"
"BMDD6";"Kompenserende handling ved anvendelse af støttestrømper"
"BMDD60";"Kompenserende handling ved påtagning af støttestrømper"
"BMDD61";"Kompenserende handling ved aftagning af støttestrømper"
"BMF";"Interventioner ved kredsløbssvigt mm."
"BMFF";"Ødembehandling"
"BMFF0";"Ødembehandling og ødemprofylakse"
"BMFF00";"Ødembehandling ved elevation"
"BMFF01";"Ødembehandling ved elevation og aktivitet"
"BMFF02";"Ødembehandling ved kompression"
"BMFF03";"Ødembehandling ved kompression og aktivitet"
"BMFF04";"Ødembehandling ved dynamisk arbejde og arbejdstræning"
"BMFF05";"Ødembehandling ved manuel terapi"
"BMFF1";"Lymfødembehandling"
"BMFF10";"Drænage ved lymfødembehandling"
"BMFF11";"Hudpleje ved lymfødembehandling"
"BMFF12";"Bandagering ved lymfødembehandling"
"BMFF2";"Venepumpeterapi"
"BMFF21";"Sekvenspumpeterapi af ødem"
"BMFL";"Intervention til regulering af kropstemperatur"
"BMFL0";"Legemsopvarmning med isolering og passiv varmekilde"
"BMFL00";"Legemsopvarmning med dyne"
"BMFL01";"Legemsopvarmning med varmepakning"
"BMFL02";"Legemsopvarmning med varmedunk"
"BMFL03";"Legemsopvarmning med varmt linned"
"BMFL04";"Legemsopvarmning med varmesvøb"
"BMFL05";"Legemsopvarmning med benvarmere"
"BMFL06";"Legemsopvarmning med termolagen"
"BMFL07";"Legemsopvarmning med termotæppe"
"BMFL1";"Legemsopvarmning med aktiv varmekilde"
"BMFL10";"Legemsopvarmning med el-varmetæppe"
"BMFL11";"Legemsopvarmning med varmemadras"
"BMFL12";"Legemsopvarmning med varmepude"
"BMFL13";"Legemsopvarmning i varmekasse"
"BMFL14";"Legemsopvarmning med varmelampe"
"BMFL15";"Legemsopvarmning i kuvøse"
"BMFL3";"Legemsafkøling ved afdækning og afkøling"
"BMFL30";"Legemsafkøling ved fjernelse af dyne"
"BMFL31";"Legemsafkøling med kold pakning"
"BMFL32";"Legemsafkøling ved kold afvaskning"
"BMFL33";"Legemsafkøling med vifte"
"BMFL34";"Legemsafkøling ved indpakning i vådt lagen"
"BMFL35";"Legemsafkøling med ispose"
"BMH";"Medikamentel behandling af perifere kredsløbslidelser"
"BMHC";"Behandling med midler med virkning på det perifere kredsløb"
"BMHC0";"Behandling med perifere kardilaterende middel"
"BMHC5";"Behandling med varice- og hæmoridemiddel"
"BMK";"Pædagog.interv.med rel.til det perif.kredsløb og lymfesyst."
"BML";"Soignering mm.  med relation til det perifere kredsløb"
"BMLA";"Soignering af kanyle og kateter"
"BMLA0";"Soignering af venekanyle og -kateter"
"BMLA01";"Børstning af centralt venøst kateter (CVK)"
"BMLA02";"Stripping af centralt venøst kateter (CVK)"
"BMLA03";"Skylning af centralt venøst kateter (CVK)"
"BMLA1";"Soignering af arteriekateter"
"BN";"Hud og underhud"
"BND";"Trykaflastning ved brug af hjælpemidler"
"BNDD";"Anvendelse af hjælpemiddel til trykaflastning"
"BNDD0";"Anvendelse af trykaflastende underlag"
"BNDD00";"Anvendelse af spencomadras til trykaflastning"
"BNDD01";"Anvendelse af vandmadras til trykaflastning"
"BNDD02";"Anvendelse af luftmadras til trykaflastning"
"BNDD03";"Anvendelse af pude til trykaflastning"
"BNDD04";"Anvendelse af viskoelastisk skum"
"BNDD05";"Anvendelse af dynamisk vekseltryksmadras"
"BNG";"Behandling med lys og anden ikke ioniseret stråling"
"BNGA";"UV-Lysbehandling"
"BNGA1";"Lysbehandling, UV-A med psoralen"
"BNGA10";"Lysbehandling, UV-A med psoralen, universel"
"BNGA11";"Lysbehandling, UV-A med psoralen, hænder"
"BNGA12";"Lysbehandling, UV-A med psoralen, fødder"
"BNGA13";"Lysbehandling, UV-A med psoralen, hovedet"
"BNGA14";"Lysbehandling, UVA med psoralenbad, universelt"
"BNGA15";"Lysbehandling, UVA med psoralenbad, hænder, fødder og hoved"
"BNGA2";"Lysbehandling, UV-B, bredspektret"
"BNGA20";"Lysbehandling, UV-B, bredspektret, universel"
"BNGA21";"Lysbehandling, UV-B, bredspektret, hånd"
"BNGA22";"Lysbehandling, UV-B, bredspektret, fod"
"BNGA23";"Lysbehandling, UV-B, bredspektret, hovedet"
"BNGA3";"Lysbehandling, UV-B, smalspektret"
"BNGA30";"Lysbehandling, UV-B, smalspektret, universel"
"BNGA31";"Lysbehandling, UV-B, smalspektret, hånd"
"BNGA32";"Lysbehandling, UV-B, smalspektret, fod"
"BNGA33";"Lysbehandling, UV-B, smalspektret, hovedet"
"BNGA4";"Lysbehandling, UV-A1"
"BNGA7";"Lysbehandling med blitzlampe"
"BNGA70";"Lysbehandling med blitzlampe, 550-950 nanometer (kar)"
"BNGA71";"Lysbehandling med blitzlampe, 600-960 nanometer (hår)"
"BNGC";"Fototerapi"
"BNGC0";"Fototerapi af nyfødte"
"BNGC1";"Fotodynamisk terapi"
"BNGC10";"Fotodynamisk terapi med blitzlampelys"
"BNGD";"Strålebehandling af hud og underhud"
"BNGD0";"Dermatologisk Bucky-bestråling"
"BNGL";"Behandling med laser"
"BNGL0";"Dermatologisk laserbehandling"
"BNGL00";"Dermatologisk behandling med CO2-laser"
"BNGL01";"Dermatologisk behandling med farvestof-laser"
"BNGL02";"Dermatologisk behandling med rubin-laser"
"BNGL03";"Dermatologisk behandling med diode-laser"
"BNH";"Medikamentel behandling af hudlidelser"
"BNHA";"Behandling med antimykotika"
"BNHA0";"Lokalbehandling med antimykotika"
"BNHC";"Behandling med psoriasismiddel"
"BNHC0";"Lokalbehandling med psoriasismiddel"
"BNHC1";"Systemisk behandling med psoriasismiddel"
"BNHG";"Dermatologisk lokalbehandling med antibiotikum"
"BNHG0";"Lokalbehandling med antibiotikum"
"BNHG00";"Lokalbehandling med antibakterielt middel"
"BNHG01";"Lokalbehandling med antiviralt middel"
"BNHI";"Behandling med acnemiddel"
"BNHI0";"Lokalbehandling med acnemiddel"
"BNHI1";"Systemisk behandling med acnemiddel"
"BNHJ";"Dermatologisk lokalbehandling med glukocortikoid"
"BNHJ0";"Lokalbehandling med glukortikoid"
"BNHJ1";"Lokalbehandling med glukortikoid i kombination m. andet stof"
"BNHJ2";"Lokalbeh.med glukortikoid i kombination med antiinfektivum"
"BNHK";"Behandling med middel mod hårtab"
"BNHK0";"Lokalbehandling med middel mod hårtab"
"BNHK1";"Systemisk behandling med middel mod hårtab"
"BNHL";"Dermatologisk lokalbehandling med cytostaticum"
"BNHL0";"Lokalbehandling med alkylerende cytostatika"
"BNHL01";"Lokalbehandling med chlormethine (mustine)"
"BNHM";"Dermatologisk lokalbehandling ved injektion"
"BNHM0";"Dermatologisk lokalbehandling med toxin"
"BNHN";"Behandling med middel mod ektoparasitter"
"BNHN0";"Behandling med scabies middel"
"BNHN1";"Behandling med middel mod lus"
"BNHY";"Systemisk beh.m. dermatologisk middel ikke klass.andetsteds"
"BNK";"Pædagogisk intervention med relation til hud og underhud"
"BNKA";"Vejledning i hensigtsmæssig hudpleje"
"BNL";"Skiftning og soignering med relation til hud og underhud"
"BNLB";"Hudbehandling"
"BNLB0";"Desinficering af hud"
"BNLB1";"Afklipning af bullae"
"BNLB2";"Pålægning af lærredsklude"
"BNLB3";"Iltning af hud"
"BNLB4";"Hud-ekspandering med ballon"
"BNLB5";"Ekstern hud-ekspandering"
"BNLB6";"Smøring af hud"
"BNLB60";"Smøring af hud med blødgørende middel"
"BNLB61";"Smøring af hud med keratolytisk middel"
"BNLB62";"Smøring af hud med vortemiddel"
"BNLC";"Rensning af hud"
"BNLC0";"Hudvask"
"BNLC00";"Skylning af hudområde"
"BNLC01";"Steril afvaskning"
"BNLH";"Procedurer vedrørende hår, hårbund og hårvækst"
"BNLH0";"Medicinsk hårvask"
"BNLH00";"Medicinsk hårvask med olie"
"BNLH1";"Fjernelse af hårvækst"
"BNLH10";"Rasering"
"BNLH11";"Epilering"
"BNLH2";"Behandling af hårbund ikke klassificeret andetsteds"
"BNLH3";"Brug af arpkam"
"BNP";"Forbinding og anden behandling af hudlidelser"
"BNPA";"Sårbehandling"
"BNPA0";"Rensning af sår"
"BNPA00";"Afvaskning af sår"
"BNPA01";"Skrubning af sår"
"BNPA02";"Afklipning af nekrose"
"BNPA1";"Forbinding af sår"
"BNPA10";"Pålægning af forbinding til opløsning af nekrose og fibrin"
"BNPA11";"Pålægning af sugende forbinding"
"BNPA12";"Pålægning af forbinding med semipermeabel membran"
"BNPA13";"Pålægning af occlusionsforbinding"
"BNPA14";"Pålægning af omslag"
"BNPA15";"Pålægning af steril bandage"
"BNPA2";"Fiksering af forbinding"
"BNPA20";"Fiksering af forbinding med hæfteplaster"
"BNPA21";"Fiksering af forbinding med heldækkende plaster"
"BNPA22";"Fiksering af forbinding med gazebind"
"BNPA23";"Fiksering af forbinding med tubegaze"
"BNPA3";"Sårbehandling med salve mm."
"BNPA30";"Applicering af creme på sår"
"BNPA31";"Applicering af salve på sår"
"BNPA32";"Pålægning af salvekompres på sår"
"BNPA4";"Skiftning af sår"
"BNPA40";"Skiftning af sår med steril forbinding"
"BNPA41";"Skiftning af sår med ren forbinding"
"BNPA5";"Pleje af brandsår og ætsninger"
"BNPA50";"Skylning af hud og slimhinder ved brandsår"
"BNPA51";"Skylning af hud og slimhinder ved ætsninger"
"BNPA8";"Andre procedurer vedrørende sårbehandling"
"BNPA80";"Suturfjernelse"
"BNPA81";"Agraf-fjernelse"
"BNPA82";"Lukning af sår med hæfteplaster"
"BNPA83";"Lukning af sår med steristrips"
"BNPA84";"Lukning af sår med lim (histoacryl)"
"BNPA85";"Fjernelse af sårdræn"
"BNPA9";"Sårbehandling ikke klassificeret andetsteds"
"BNPA90";"Iltning af sår"
"BNPA91";"Skylning af sår gennem sonde"
"BNPC";"Dermatologisk bandagebehandling"
"BNPC0";"Behandling med kortstrækbind"
"BNPC1";"Behandling med langstrækbind"
"BNPC2";"Behandling med zinklimsbandage"
"BNPC20";"Pålægning af zinklimsbandage"
"BNPC21";"Fjernelse af zinklimsbandage"
"BNPF";"Interventioner ved hudtransplantation"
"BNPF0";"Pålægning af hudtransplantat"
"BNPF1";"Pleje af hudtransplantat"
"BNPF2";"Pleje af huddonorsted"
"BNX";"Andre interventioner med relation til hud og underhud"
"BNXA";"Anden spec.intervention med relation til hud og underhud"
"BNXA0";"Iontoforese"
"BNXA1";"Medicinsk badebehandling"
"BNXA10";"Medicinsk oliebad"
"BNXA11";"Medicinsk bad med stenkulstjære"
"BNXA12";"Medicinsk bad med bøgetræstjære"
"BNXA13";"Medicinsk bad med kvillajatjære"
"BNXA14";"Medicinsk bad med kaliumpermanganat (rødt bad)"
"BNXA15";"Lokalbehandling med kaliumpermanganat (rødt bad)"
"BNXA8";"Anden specificeret dermatologisk behandling"
"BNXK";"Instrumentelle dermatologiske behandlinger"
"BNXK0";"Curretage"
"BNXK1";"Elektrodissektion"
"BNXY";"Interv. med rel.til hud og underhud ikke klass. andetsteds"
"BO";"Blod, blodd. organer, lymfatisk væv, væskebalance, kredsløb"
"BOH";"Med beh m relation t blod, bloddan. organer og lymfatisk væv"
"BOHA";"Behandling med antitrombotisk middel"
"BOHA0";"Antikoagulationsbehandling"
"BOHA01";"Antikoagulationsbehandling med acetylsalicylsyre"
"BOHA02";"Antikoagulationsbehandling med vitamin K antagonist"
"BOHA03";"Antikoagulationsbehandling med heparin"
"BOHA1";"Fibrinolytisk behandling"
"BOHA2";"Behandling med glykoprotein-receptor antagonist"
"BOHB";"Behandling med hæmostatikum og koagulationsfaktor"
"BOHB0";"Hæmostatisk behandling"
"BOHB1";"Behandling med koagulationsfaktorer"
"BOHC";"Behandling med middel mod anæmi"
"BOHD";"Behandling med albumin og plasmasubstitutter"
"BOHD0";"Behandling med albumin"
"BOHD1";"Behandling med plasmasubstitutter"
"BOHE";"Behandling med hæmatopoietiske vækstfaktorer"
"BOHE1";"Beh m hæmatopoietiske vækstfakt. m indvirk på erytrocytdann"
"BOHE10";"Behandling med erythropoietin"
"BOHE2";"Beh m hæmatopoietiske vækstfakt. m indvirk på granulocytdann"
"BOHE20";"Behandling med GCSF"
"BOHE21";"Behandling med GMCSF"
"BOHE8";"Behandling med andre hæmatopoietiske vækstfaktorer"
"BOHJ";"Behandling med antistoffer og immunmodulerende behandling"
"BOHJ1";"Behandling med antistoffer"
"BOHJ10";"Behandling med højdosis immunglobulin"
"BOHJ11";"Behandling med CD20 antistof"
"BOHJ11A";"Behandling med radioaktivt mærket CD20 antistof"
"BOHJ12";"Behandling med ATG"
"BOHJ13";"Behandling med trastuzumab (HER-2 antistof)"
"BOHJ14";"Behandling med gentuzumab"
"BOHJ15";"Behandling med alemtuzumab"
"BOHJ16";"Behandling med CD52 antistof"
"BOHJ18";"Behandling med andre antistoffer"
"BOHJ18A";"Behandling med TNF-alfa-antistof"
"BOHJ2";"Immunmodulerende behandling"
"BOHJ20";"Behandling med ciclosporin"
"BOHJ21";"Behandling med tacrolimus"
"BOHJ22";"Behandling med mycophenolat"
"BOHJ25";"Behandling med BCG (immunmodulerende)"
"BOHJ28";"Anden immunmodulerende behandling"
"BOHJ29";"Behandling med infliximab"
"BOHJ3";"Cytostatisk behandling med immunmodulerende virkning"
"BOJ";"Væsketerapi"
"BOJA";"Behandling med elektrolytopløsninger"
"BOJA1";"Parenteral behandling med elektrolytopløsninger"
"BOJA10";"Behandling med natriumchloridopløsning"
"BOJA11";"Behandling med kaliumchloridopløsning"
"BOJA12";"Behandling med natrium-kaliumchloridopløsning"
"BOJA13";"Behandling med natrium-kalium-calciumchloridopløsning"
"BOJA14";"Behandling med natriumhydrogencarbonatopløsning"
"BOJA2";"Parenteral behandling m. elektrolytopløsninger og glukose mm"
"BOJA20";"Behandling med glukoseopløsning med natriumchlorid"
"BOJA21";"Behandling med glukoseopløsning med kaliumchlorid"
"BOJA22";"Behandling med glukoseopløsning med flere elektrolytter"
"BOJA23";"Behandling med fruktoseopløsning med flere elektrolytter"
"BOJA24";"Behandling med laktatopløsning med flere elektrolytter"
"BOK";"Pædagog.interv.m.rel.til blod, væskebalance, kredsløbsfunkt."
"BOKA";"Vejledning vedr. behandling af anafylaktisk chok"
"BOKA0";"Vejl. vedr. behandling af anafylaktisk chok med tabletter"
"BOKA1";"Vejl. vedr. behandling af anafylaktisk chok med injektion"
"BOQ";"Behandling med blod og blodprodukter"
"BOQA";"Behandling med blodtransfusion"
"BOQA0";"Blodtransfusion"
"BOQA00";"Blodtransfusion op til 1 liter"
"BOQA01";"Blodtransfusion op til 3 liter"
"BOQA02";"Blodtransfusion op til 5 liter"
"BOQA03";"Blodtransfusion op til 7 liter"
"BOQA04";"Blodtransfusion op til 9 liter"
"BOQA05";"Blodtransfusion over 9 liter"
"BOQA5";"Udskiftningstransfusion"
"BOQB";"Behandling med erytrocytter"
"BOQB0";"Behandling med erytrocytsuspension,"
"BOQB00";"Behandling med frosset, optøet erytrocytsuspension"
"BOQB01";"Behandling med frosset, optøet autolog erytrocytsuspension"
"BOQB02";"Behandling med bestrålet erytrocytsuspension"
"BOQB03";"Beh.med erytrocytsuspension fremstillet på 'Cell Saver'"
"BOQB04";"Beh.m. erytrocytsuspension i forb. m. peroper.hæmodilution"
"BOQB1";"Behandling med vasket erytrocytsuspension"
"BOQB10";"Behandling med vasket, bestrålet erytrocytsuspension"
"BOQB2";"Beh.med leukocytdepleteret (filtreret) erytrocytsuspension"
"BOQB20";"Beh.m. leukocytdepleteret(filtr.),bestrålet erytrocytsusp."
"BOQB3";"Behandling med andre erytrocytprodukter"
"BOQB30";"Behandling med erytrocytkoncentrat"
"BOQB31";"Behandling med prædeponeret autolog erytrocytprodukt"
"BOQB32";"Beh. med erytrocytprodukt til intrauterin transfusion"
"BOQB33";"Beh. med erytrocytprodukt til neonatal udskiftningstransf."
"BOQB7";"Anden erytrocytbehandling"
"BOQB70";"Erytrocytbehandling med fuldblod"
"BOQB71";"Erytrocytbehandling med frisktappet fuldblod"
"BOQC";"Behandling med trombocytter"
"BOQC0";"Behandling med puljet trombocytkoncentrat"
"BOQC00";"Behandling med bestrålet puljet trombocytkoncentrat"
"BOQC01";"Beh.m. leukocytdepleteret(filtr.) puljet trombocytkonc."
"BOQC02";"Beh.m.leukocytdepleteret(filtr.),bestr.puljet trombocytkonc."
"BOQC1";"Behandling med trombocytkoncentrat fra enkelt donor"
"BOQC10";"Beh.m.leukocytdepleteret(filtr.)trombocytkonc.fra enk.donor"
"BOQC11";"Behandling m. bestrålet trombocytkoncentrat fra enkelt donor"
"BOQC12";"Beh.m.leukocytdepl.(filtr.)bestr.trombocytkonc.fra enk.donor"
"BOQC2";"Beh.m.trombocytkoncentrat fremstillet på celleseparator"
"BOQC20";"Beh.m.leukocytdepl.(filtr.)trombocytkonc.fremst.på cellesep."
"BOQC21";"Beh.m.bestrålet trombocytkoncentrat fremst.på celleseparator"
"BOQC22";"Beh.m.leukocytdepl.(filtr.)bestr.tromb.konc.fremst.cellesep."
"BOQC3";"Behandling med andet trombocytprodukt"
"BOQC30";"Beh.med trombocytprodukt til intrauterin transfusion"
"BOQC31";"Beh.m.trombocytprodukt til neonatal udskiftningstransfusion"
"BOQD";"Behandling med leukocytter"
"BOQD0";"Behandling med 'Buffy coat'"
"BOQD00";"Behandling med bestrålet 'Buffy coat'"
"BOQD1";"Beh.med granulocytkoncentrat fremstillet på celleseparator"
"BOQD10";"Beh.m. bestrålet granulocytkonc. fremst.på celleseparator"
"BOQE";"Behandling med stamcellekoncentrat"
"BOQE1";"Behandling med stamcellekoncentrat fra autolog knoglemarv"
"BOQE10";"Beh.m.uoprenset,ikke-stim.stamcellekonc.fra autolog knoglem."
"BOQE11";"Beh.m. oprenset stamcellekoncentrat fra autolog knoglemarv"
"BOQE12";"Beh.m.stamcellekonc.fra aut.knoglemarv,stim.in vitro/vækstf."
"BOQE13";"Beh.m.oprens.stamcel.konc/aut.knoglem. stim.in vitro/vækstf."
"BOQE2";"Behandling m. stamcellekoncentrat fra autologt perifert blod"
"BOQE20";"Beh.m.uoprenset,ikke-stim.stamcellekonc/autologt perif.blod"
"BOQE21";"Beh. m. oprenset stamcellekonc. fra autologt perifert blod"
"BOQE22";"Beh.m.stamcellekonc./aut.perif.blod stim.in vitro m.vækstfak"
"BOQE23";"Beh.m.oprens.stamcel.konc/aut.per.blod stim.in vitro/vækstf."
"BOQE3";"Beh.m.stamcellekonc. fra allogen knoglemarv fra familiedonor"
"BOQE30";"Beh.m.uoprens.ikke-stim.stamcel.konc/allo.knoglem/fam.donor"
"BOQE31";"Beh.m. oprens. stamcellekonc/allogen knoglemarv/familiedonor"
"BOQE32";"Beh.m.stamc.konc/allo.knoglem/fam.donor/stim.in vitro/vækstf"
"BOQE33";"Beh.m.oprens.stamc/allo.knoglem/fam.donor/stim.in vitro/v.fa"
"BOQE4";"Beh.m.stamcellekonc./allogent perifert blod fra familiedonor"
"BOQE40";"Beh.m.uoprens,ikke-stim.stamc.konc/allo.perf.blod/fam.donor"
"BOQE41";"Beh.m. oprens. stamcellekonc/allogent perf. blod/fam.donor"
"BOQE42";"Beh.m.stamc.konc/allo.perf.blod/fam.donor/stim.in vitro/v.fa"
"BOQE43";"Beh/oprens.stamc/allo.perf.blod/fam.donor/stim.in vitro/v.fa"
"BOQE5";"Beh. m. stamcellekonc. fra allogen knoglemarv/fremmed donor"
"BOQE50";"Beh.m.uoprens.ikke-stim.stamcel.konc/allo.knoglem/frem.donor"
"BOQE51";"Beh.m. oprens.stamcellekonc/allogen knoglemarv/fremmed donor"
"BOQE52";"Beh.m.stamc.konc/allo.knoglem/fr.donor/stim.in vitro/vækstfa"
"BOQE53";"Beh.m.oprens.stamc/allo.knoglem/fr.donor/stim.in vitro/v.fak"
"BOQE6";"Beh.m.stamcellekonc.fra allogent perifert blod/fremmed donor"
"BOQE60";"Beh.m.uoprens, ikke-stim.stamc.konc/allo.perf.blod/fr.donor"
"BOQE61";"Beh.m. oprens. stamcellekonc/allogent perf. blod/frem.donor"
"BOQE62";"Beh.m.stamc.konc/allo.perf.blod/fr.donor/stim.in vitro/v.fak"
"BOQE63";"Beh/oprens.stamc/allo.perf.blod/fr.donor/stim.in vitro/v.fak"
"BOQE7";"Behandling med stamcellekoncentrat fra placenta og navlesnor"
"BOQE70";"Beh.m.uoprens. stamcellekoncentrat fra placenta og navlesnor"
"BOQE71";"Beh.m. oprens. stamcellekoncentrat fra placenta og navlesnor"
"BOQF";"Knoglemarvstransplantation (KMT)"
"BOQF0";"Autolog knoglemarvstransplantation"
"BOQF1";"Allogen knoglemarvstransplantation"
"BOQF11";"Allogen knoglemarvstransplantation, familiedoner"
"BOQF12";"Allogen knoglemarvstransplantation, mached unrelated donor"
"BOQF2";"Non myeloablativ knoglemarvstransplantation (mini-KMT)"
"BOQF21";"Non myeloablativ KMT (mini-KMT), familiedonor"
"BOQF22";"Non myeloablativ KMT (mini-KMT), mached unrelated donor"
"BOQH";"Behandling med plasma"
"BOQH0";"Behandling med frisk frosset plasma"
"BOQH00";"Behandling med bestrålet frisk frosset plasma"
"BOQH01";"Behandling med IgA frit, frisk frosset plasma"
"BOQH02";"Behandling med bestrålet, IgA frit, frisk frosset plasma"
"BOQH1";"Behandling med kryopræcipitatdepleteret plasma"
"BOQH10";"Behandling med bestrålet, kryopræcipitatdepleteret plasma"
"BOQH6";"Plasmaudskiftning"
"BOQP";"Aferesebehandling"
"BOQP0";"Plasmaferese"
"BOQP00";"Manuel terapeutisk plasmaferese"
"BOQP01";"Maskinel terapeutisk plasmaferese"
"BOQP02";"Terapeutisk, maskinel plasmaferese m. immunadsorptionsteknik"
"BOQP03";"Terapeutisk højvolumen plasmaferese"
"BOQP2";"Terapeutisk trombocytaferese"
"BOQP3";"Terapeutisk leukaferese"
"BOQP4";"Terapeutisk aferese ikke klassificeret andetsteds"
"BOQP9";"Behandling med fotoferese"
"BOU";"Delprocedurer ved behandling med blod og blodprodukter"
"BOUA";"Delprocedurer ved behandling med blod"
"BOUA0";"Opsætning af blodtransfusion"
"BOUA00";"Opsætning af udskiftningsblodtransfusion"
"BOUA1";"Nedtagning efter blodtransfusion"
"BOUB";"Delprocedurer ved behandling med blodprodukter"
"BOUB0";"Opsætning af blodprodukter"
"BOUB00";"Opsætning af erytrocytprodukt"
"BOUB01";"Opsætning af trombocytprodukt"
"BOUB02";"Opsætning af leukocytprodukt"
"BOUB03";"Stamcelleprodukt, opsætning"
"BOUB1";"Nedtagning efter infusion med blodprodukter"
"BOX";"Andre interventioner m. rel. til blod og kredsløbsfunktioner"
"BOXA";"Speci.intervention med rel.til blod og kredsløbsfunktioner"
"BOXA0";"Haemofiltratio"
