V0100  Fotg„ngare skadad i kollision med cykel, fotg„ngare skadad i olycka, ej trafik-idrott
Y1719  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-institutionellt boende-ospec aktiviteter
Y1720  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-skola, offentlig lokal-idrott
Y1721  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-skola, offentlig lokal-lek,fritid
Y1722  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-skola, offentlig lokal-f”rv„rvsarbete
Y1723  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-skola, offentlig lokal-annan syssels„ttning
Y1724  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-skola, offentlig lokal-vitalaktivitet
Y1728  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-skola, offentlig lokal-andra aktiviteter
Y1729  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter
Y1730  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-idrottsanl„ggning-idrott
Y1731  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-idrottsanl„ggning-lek,fritid
Y1732  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-idrottsanl„ggning-f”rv„rvsarbete
Y1733  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-idrottsanl„ggning-annan syssels„ttning
Y1734  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-idrottsanl„ggning-vitalaktivitet
Y1738  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-idrottsanl„ggning-andra aktiviteter
Y1739  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-idrottsanl„ggning-ospec aktiviteter
Y1740  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-gata-idrott
Y1741  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-gata-lek,fritid
Y1742  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-gata-f”rv„rvsarbete
Y1743  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-gata-annan syssels„ttning
Y1744  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-gata-vitalaktivitet
Y1748  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-gata-andra aktiviteter
Y1749  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-gata-ospec aktiviteter
Y1750  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-serviceomr†de-idrott
Y1751  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-serviceomr†de-lek,fritid
Y1752  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-serviceomr†de-f”rv„rvsarbete
Y1753  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-serviceomr†de-annan syssels„ttning
Y1754  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-serviceomr†de-vitalaktivitet
Y1758  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-serviceomr†de-andra aktiviteter
Y1759  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-serviceomr†de-ospec aktiviteter
Y1760  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-industriomr†de-idrott
Y1761  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-industriomr†de-lek,fritid
Y1762  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-industriomr†de-f”rv„rvsarbete
Y1763  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-industriomr†de-annan syssels„ttning
Y1764  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-industriomr†de-vitalaktivitet
Y1768  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-industriomr†de-andra aktiviteter
Y1769  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-industriomr†de-ospec aktiviteter
Y1770  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-lantbruksomr†de-idrott
Y1771  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-lantbruksomr†de-lek,fritid
Y1772  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-lantbruksomr†de-f”rv„rvsarbete
Y1773  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-lantbruksomr†de-annan syssels„ttning
Y1774  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-lantbruksomr†de-vitalaktivitet
Y1778  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-lantbruksomr†de-andra aktiviteter
Y1779  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-lantbruksomr†de-ospec aktiviteter
Y1780  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-andra omr†den-idrott
Y1781  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-andra omr†den-lek,fritid
Y1782  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-andra omr†den-f”rv„rvsarbete
Y1783  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-andra omr†den-annan syssels„ttning
Y1784  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-andra omr†den-vitalaktivitet
Y1788  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-andra omr†den-andra aktiviteter
Y1789  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-andra omr†den-ospec aktiviteter
Y1790  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-ospec omr†de-idrott
Y1791  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-ospec omr†de-lek,fritid
Y1792  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-ospec omr†de-f”rv„rvsarbete
Y1793  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-ospec omr†de-annan syssels„ttning
Y1794  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-ospec omr†de-vitalaktivitet
Y1798  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-ospec omr†de-andra aktiviteter
Y1799  F”rgiftning med och exponering f”r andra gaser och †ngor, med oklar avsikt-ospec omr†de-ospec aktiviteter
Y1800  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-bostad-idrott
Y1801  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-bostad-lek,fritid
Y1802  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-bostad-f”rv„rvsarbete
Y1803  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-bostad-annan syssels„ttning
Y1804  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-bostad-vitalaktivitet
Y1808  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-bostad-andra aktiviteter
Y1809  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-bostad-ospec aktiviteter
Y1810  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-institutionellt boende-idrott
Y1811  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-institutionellt boende-lek,fritid
Y1812  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-institutionellt boende-f”rv„rvsarbete
Y1813  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-institutionellt boende-annan syssels„ttning
Y1814  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-institutionellt boende-vitalaktivitet
Y1818  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-institutionellt boende-andra aktiviteter
Y1819  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-institutionellt boende-ospec aktiviteter
Y1820  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-skola, offentlig lokal-idrott
Y1821  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-skola, offentlig lokal-lek,fritid
Y1822  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-skola, offentlig lokal-f”rv„rvsarbete
Y1823  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-skola, offentlig lokal-annan syssels„ttning
Y1824  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-skola, offentlig lokal-vitalaktivitet
Y1828  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-skola, offentlig lokal-andra aktiviteter
Y1829  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter
Y1830  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-idrottsanl„ggning-idrott
Y1831  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-idrottsanl„ggning-lek,fritid
Y1832  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-idrottsanl„ggning-f”rv„rvsarbete
Y1833  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-idrottsanl„ggning-annan syssels„ttning
Y1834  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-idrottsanl„ggning-vitalaktivitet
Y1838  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-idrottsanl„ggning-andra aktiviteter
Y1839  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-idrottsanl„ggning-ospec aktiviteter
Y1840  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-gata-idrott
Y1841  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-gata-lek,fritid
Y1842  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-gata-f”rv„rvsarbete
Y1843  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-gata-annan syssels„ttning
Y1844  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-gata-vitalaktivitet
Y1848  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-gata-andra aktiviteter
Y1849  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-gata-ospec aktiviteter
Y1850  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-serviceomr†de-idrott
Y1851  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-serviceomr†de-lek,fritid
Y1852  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-serviceomr†de-f”rv„rvsarbete
Y1853  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-serviceomr†de-annan syssels„ttning
Y1854  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-serviceomr†de-vitalaktivitet
Y1858  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-serviceomr†de-andra aktiviteter
Y1859  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-serviceomr†de-ospec aktiviteter
Y1860  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-industriomr†de-idrott
Y1861  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-industriomr†de-lek,fritid
Y1862  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-industriomr†de-f”rv„rvsarbete
Y1863  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-industriomr†de-annan syssels„ttning
Y1864  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-industriomr†de-vitalaktivitet
Y1868  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-industriomr†de-andra aktiviteter
Y1869  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-industriomr†de-ospec aktiviteter
Y1870  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-lantbruksomr†de-idrott
Y1871  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-lantbruksomr†de-lek,fritid
Y1872  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-lantbruksomr†de-f”rv„rvsarbete
Y1873  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-lantbruksomr†de-annan syssels„ttning
Y1874  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-lantbruksomr†de-vitalaktivitet
Y1878  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-lantbruksomr†de-andra aktiviteter
Y1879  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-lantbruksomr†de-ospec aktiviteter
Y1880  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-andra omr†den-idrott
Y1881  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-andra omr†den-lek,fritid
Y1882  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-andra omr†den-f”rv„rvsarbete
Y1883  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-andra omr†den-annan syssels„ttning
Y1884  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-andra omr†den-vitalaktivitet
Y1888  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-andra omr†den-andra aktiviteter
Y1889  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-andra omr†den-ospec aktiviteter
Y1890  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-ospec omr†de-idrott
Y1891  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-ospec omr†de-lek,fritid
Y1892  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-ospec omr†de-f”rv„rvsarbete
Y1893  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-ospec omr†de-annan syssels„ttning
Y1894  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-ospec omr†de-vitalaktivitet
Y1898  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-ospec omr†de-andra aktiviteter
Y1899  F”rgiftning med och exponering f”r pesticider, med oklar avsikt-ospec omr†de-ospec aktiviteter
Y1900  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-bostad-idrott
Y1901  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-bostad-lek,fritid
Y1902  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-bostad-f”rv„rvsarbete
Y1903  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-bostad-annan syssels„ttning
Y1904  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-bostad-vitalaktivitet
Y1908  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-bostad-andra aktiviteter
Y1909  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-bostad-ospec aktiviteter
Y1910  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-institutionellt boende-idrott
Y1911  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-institutionellt boende-lek,fritid
Y1912  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-institutionellt boende-f”rv„rvsarbete
Y1913  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-institutionellt boende-annan syssels„ttning
Y1914  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-institutionellt boende-vitalaktivitet
Y1918  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-institutionellt boende-andra aktiviteter
Y1919  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-institutionellt boende-ospec aktiviteter
Y1920  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-skola, offentlig lokal-idrott
Y1921  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-skola, offentlig lokal-lek,fritid
Y1922  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-skola, offentlig lokal-f”rv„rvsarbete
Y1923  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-skola, offentlig lokal-annan syssels„ttning
Y1924  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-skola, offentlig lokal-vitalaktivitet
Y1928  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-skola, offentlig lokal-andra aktiviteter
Y1929  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter
Y1930  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-idrottsanl„ggning-idrott
Y1931  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-idrottsanl„ggning-lek,fritid
Y1932  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-idrottsanl„ggning-f”rv„rvsarbete
Y1933  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-idrottsanl„ggning-annan syssels„ttning
Y1934  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-idrottsanl„ggning-vitalaktivitet
Y1938  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-idrottsanl„ggning-andra aktiviteter
Y1939  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-idrottsanl„ggning-ospec aktiviteter
Y1940  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-gata-idrott
Y1941  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-gata-lek,fritid
Y1942  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-gata-f”rv„rvsarbete
Y1943  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-gata-annan syssels„ttning
Y1944  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-gata-vitalaktivitet
Y1948  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-gata-andra aktiviteter
Y1949  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-gata-ospec aktiviteter
Y1950  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-serviceomr†de-idrott
Y1951  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-serviceomr†de-lek,fritid
Y1952  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-serviceomr†de-f”rv„rvsarbete
Y1953  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-serviceomr†de-annan syssels„ttning
Y1954  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-serviceomr†de-vitalaktivitet
Y1958  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-serviceomr†de-andra aktiviteter
Y1959  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-serviceomr†de-ospec aktiviteter
Y1960  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-industriomr†de-idrott
Y1961  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-industriomr†de-lek,fritid
Y1962  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-industriomr†de-f”rv„rvsarbete
Y1963  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-industriomr†de-annan syssels„ttning
Y1964  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-industriomr†de-vitalaktivitet
Y1968  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-industriomr†de-andra aktiviteter
Y1969  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-industriomr†de-ospec aktiviteter
Y1970  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-lantbruksomr†de-idrott
Y1971  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-lantbruksomr†de-lek,fritid
Y1972  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-lantbruksomr†de-f”rv„rvsarbete
Y1973  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-lantbruksomr†de-annan syssels„ttning
Y1974  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-lantbruksomr†de-vitalaktivitet
Y1978  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-lantbruksomr†de-andra aktiviteter
Y1979  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-lantbruksomr†de-ospec aktiviteter
Y1980  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-andra omr†den-idrott
Y1981  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-andra omr†den-lek,fritid
Y1982  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-andra omr†den-f”rv„rvsarbete
Y1983  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-andra omr†den-annan syssels„ttning
Y1984  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-andra omr†den-vitalaktivitet
Y1988  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-andra omr†den-andra aktiviteter
Y1989  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-andra omr†den-ospec aktiviteter
Y1990  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-ospec omr†de-idrott
Y1991  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-ospec omr†de-lek,fritid
Y1992  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-ospec omr†de-f”rv„rvsarbete
Y1993  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-ospec omr†de-annan syssels„ttning
Y1994  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-ospec omr†de-vitalaktivitet
Y1998  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-ospec omr†de-andra aktiviteter
Y1999  F”rgiftning med och exponering f”r andra och icke specificerade kemiska „mnen och skadliga substanser, med oklar avsikt-ospec omr†de-ospec aktiviteter
Y2000  H„ngning, strypning och kv„vning, med oklar avsikt-bostad-idrott
Y2001  H„ngning, strypning och kv„vning, med oklar avsikt-bostad-lek,fritid
Y2002  H„ngning, strypning och kv„vning, med oklar avsikt-bostad-f”rv„rvsarbete
Y2003  H„ngning, strypning och kv„vning, med oklar avsikt-bostad-annan syssels„ttning
Y2004  H„ngning, strypning och kv„vning, med oklar avsikt-bostad-vitalaktivitet
Y2008  H„ngning, strypning och kv„vning, med oklar avsikt-bostad-andra aktiviteter
Y2009  H„ngning, strypning och kv„vning, med oklar avsikt-bostad-ospec aktiviteter
Y2010  H„ngning, strypning och kv„vning, med oklar avsikt-institutionellt boende-idrott
Y2011  H„ngning, strypning och kv„vning, med oklar avsikt-institutionellt boende-lek,fritid
Y2012  H„ngning, strypning och kv„vning, med oklar avsikt-institutionellt boende-f”rv„rvsarbete
Y2013  H„ngning, strypning och kv„vning, med oklar avsikt-institutionellt boende-annan syssels„ttning
Y2014  H„ngning, strypning och kv„vning, med oklar avsikt-institutionellt boende-vitalaktivitet
Y2018  H„ngning, strypning och kv„vning, med oklar avsikt-institutionellt boende-andra aktiviteter
Y2019  H„ngning, strypning och kv„vning, med oklar avsikt-institutionellt boende-ospec aktiviteter
Y2020  H„ngning, strypning och kv„vning, med oklar avsikt-skola, offentlig lokal-idrott
Y2021  H„ngning, strypning och kv„vning, med oklar avsikt-skola, offentlig lokal-lek,fritid
Y2022  H„ngning, strypning och kv„vning, med oklar avsikt-skola, offentlig lokal-f”rv„rvsarbete
Y2023  H„ngning, strypning och kv„vning, med oklar avsikt-skola, offentlig lokal-annan syssels„ttning
Y2024  H„ngning, strypning och kv„vning, med oklar avsikt-skola, offentlig lokal-vitalaktivitet
Y2028  H„ngning, strypning och kv„vning, med oklar avsikt-skola, offentlig lokal-andra aktiviteter
Y2029  H„ngning, strypning och kv„vning, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter
Y2030  H„ngning, strypning och kv„vning, med oklar avsikt-idrottsanl„ggning-idrott
Y2031  H„ngning, strypning och kv„vning, med oklar avsikt-idrottsanl„ggning-lek,fritid
Y2032  H„ngning, strypning och kv„vning, med oklar avsikt-idrottsanl„ggning-f”rv„rvsarbete
Y2033  H„ngning, strypning och kv„vning, med oklar avsikt-idrottsanl„ggning-annan syssels„ttning
Y2034  H„ngning, strypning och kv„vning, med oklar avsikt-idrottsanl„ggning-vitalaktivitet
Y2038  H„ngning, strypning och kv„vning, med oklar avsikt-idrottsanl„ggning-andra aktiviteter
Y2039  H„ngning, strypning och kv„vning, med oklar avsikt-idrottsanl„ggning-ospec aktiviteter
Y2040  H„ngning, strypning och kv„vning, med oklar avsikt-gata-idrott
Y2041  H„ngning, strypning och kv„vning, med oklar avsikt-gata-lek,fritid
Y2042  H„ngning, strypning och kv„vning, med oklar avsikt-gata-f”rv„rvsarbete
Y2043  H„ngning, strypning och kv„vning, med oklar avsikt-gata-annan syssels„ttning
Y2044  H„ngning, strypning och kv„vning, med oklar avsikt-gata-vitalaktivitet
Y2048  H„ngning, strypning och kv„vning, med oklar avsikt-gata-andra aktiviteter
Y2049  H„ngning, strypning och kv„vning, med oklar avsikt-gata-ospec aktiviteter
Y2050  H„ngning, strypning och kv„vning, med oklar avsikt-serviceomr†de-idrott
Y2051  H„ngning, strypning och kv„vning, med oklar avsikt-serviceomr†de-lek,fritid
Y2052  H„ngning, strypning och kv„vning, med oklar avsikt-serviceomr†de-f”rv„rvsarbete
Y2053  H„ngning, strypning och kv„vning, med oklar avsikt-serviceomr†de-annan syssels„ttning
Y2054  H„ngning, strypning och kv„vning, med oklar avsikt-serviceomr†de-vitalaktivitet
Y2058  H„ngning, strypning och kv„vning, med oklar avsikt-serviceomr†de-andra aktiviteter
Y2059  H„ngning, strypning och kv„vning, med oklar avsikt-serviceomr†de-ospec aktiviteter
Y2060  H„ngning, strypning och kv„vning, med oklar avsikt-industriomr†de-idrott
Y2061  H„ngning, strypning och kv„vning, med oklar avsikt-industriomr†de-lek,fritid
Y2062  H„ngning, strypning och kv„vning, med oklar avsikt-industriomr†de-f”rv„rvsarbete
Y2063  H„ngning, strypning och kv„vning, med oklar avsikt-industriomr†de-annan syssels„ttning
Y2064  H„ngning, strypning och kv„vning, med oklar avsikt-industriomr†de-vitalaktivitet
