Code;text;Note
NGU99;Cita veida implantata iznemsana no cela vai apasstilba;
NGW49;Bruces malu paversanas (dehiscences) korekcija cela vai apaksstilba kirurgija;
NGW59;Reoperacija cela vai apaksstilba kirurgija virspusejas infekcijas del;Jaieklauj: Brucu infekcija
NGW69;Reoperacija cela vai apaksstilba kirurgija dzilas infekcijas del;Merkstrukturu atrasanas vietas infekcija
NGW79;Reoperacija cela vai apaksstilba kirurgija virspusejas asinosanas del;Jaieklauj: Brucu asinosana vai asinsizpludums
NGW89;Reoperacija cela vai apaksstilba kirurgija dzilas asinosanas del;Asinosana vai asinsizpludums merkstrukturu atrasanas vieta
NGW99;Cita veida reoperacija cela vai apaksstilba kirurgija;
NHA00;"Potites vai pedas miksto audu eksplorativa izmeklesana; perkutana";
NHA01;"Potites vai pedas miksto audu eksplorativa izmeklesana; artroskopiska";
NHA02;"Potites vai pedas miksto audu eksplorativa izmeklesana; valeja";
NHA10;"potites vai pedas locitavas eksplorativa izmeklesana; perkutana";
NHA11;"potites vai pedas locitavas eksplorativa izmeklesana; artroskopiska";Jaieklauj: Diagnostiska artroskopija
NHA12;"potites vai pedas locitavas eksplorativa izmeklesana; valeja";
NHA20;"Potites vai pedas miksto audu vai locitavas biopsija; perkutana";
NHA21;"Potites vai pedas miksto audu vai locitavas biopsija; artroskopiska";
NHA22;"Potites vai pedas miksto audu vai locitavas biopsija; valeja";
NHA30;"Potites vai pedas kaula biopsija; perkutana";
NHA31;"Potites vai pedas kaula biopsija; artroskopiska";
NHA32;"Potites vai pedas kaula biopsija; valeja";
NHB00;"Primara daleja potites locitavas endoprotezesana, neizmantojot cementu; visu dalu";
NHB01;"Primara daleja potites locitavas endoprotezesana, neizmantojot cementu; vienas - proksimalas - dalas";
NHB02;"Primara daleja potites locitavas endoprotezesana, neizmantojot cementu; vienas - distalas - dalas";
NHB03;"Primara daleja potites locitavas endoprotezesana, neizmantojot cementu; viena - citas - dalas";
NHB09;"Primara daleja potites locitavas endoprotezesana, neizmantojot cementu; citas dalas vai bez precizejuma";
NHB10;"Primara daleja apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu; visu dalu";
NHB11;"Primara daleja apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu; vienas - proksimalas - dalas";
NHB12;"Primara daleja apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu; vienas - distalas - dalas";
NHB13;"Primara daleja apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu; viena - citas - dalas";
NHB19;"Primara daleja apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu; citas dalas vai bez precizejuma";
NHB20;Primara totala apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, neizmantojot cementu;
NHB30;Primara totala apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot hibridtehniku;
NHB40;Primara totala apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu;
NHB59;Primara apaksstilba un pedas locitavas (art. talocruralis) interpozicijas artroplastika;
NHB60;"Primara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; visu dalu";
NHB61;"Primara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; vienas - proksimalas - dalas";
NHB62;"Primara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; vienas - distalas - dalas";
NHB63;"Primara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; viena - citas - dalas";
NHB69;"Primara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; citas dalas vai bez precizejuma";
NHB70;"Primara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; visu dalu";
NHB71;"Primara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; vienas - proksimalas - dalas";
NHB72;"Primara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; vienas - distalas - dalas";
NHB73;"Primara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; viena - citas - dalas";
NHB79;"Primara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; citas dalas vai bez precizejuma";
NHB80;"Primara citas pedas locitavas endoprotezesana; visu dalu";
NHB81;"Primara citas pedas locitavas endoprotezesana; vienas - proksimalas - dalas";
NHB82;"Primara citas pedas locitavas endoprotezesana; vienas - distalas - dalas";
NHB83;"Primara citas pedas locitavas endoprotezesana; viena - citas - dalas";
NHB89;"Primara citas pedas locitavas endoprotezesana; citas dalas vai bez precizejuma";
NHB99;Cita veida primara potites vai pedas locitavas endoprotezesana;
NHC00;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, neizmantojot cementu; visu dalu";Nav jaieklauj: Totalas protezes dalu endoprotezesana
NHC01;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, neizmantojot cementu; vienas - proksimalas - dalas";Nav jaieklauj: Totalas protezes dalu endoprotezesana
NHC02;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, neizmantojot cementu; vienas - distalas - dalas";Nav jaieklauj: Totalas protezes dalu endoprotezesana
NHC03;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, neizmantojot cementu; viena - citas - dalas";
NHC09;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, neizmantojot cementu; citas dalas vai bez precizejuma";
NHC10;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, izmantojot cementu; visu dalu";
NHC11;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, izmantojot cementu; vienas - proksimalas - dalas";
NHC12;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, izmantojot cementu; vienas - distalas - dalas";
NHC13;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, izmantojot cementu; viena - citas - dalas";
NHC19;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, izmantojot cementu; citas dalas vai bez precizejuma";
NHC20;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, neizmantojot cementu; visu dalu";
NHC21;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, neizmantojot cementu; vienas - proksimalas - dalas";
NHC22;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, neizmantojot cementu; vienas - distalas - dalas";
NHC23;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, neizmantojot cementu; viena - citas - dalas";Nav jaieklauj: Totalas protezes dalu endoprotezesana
NHC29;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, neizmantojot cementu; citas dalas vai bez precizejuma";
NHC30;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot hibridtehniku; visu dalu";
NHC31;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot hibridtehniku; vienas - proksimalas - dalas";
NHC32;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot hibridtehniku; vienas - distalas - dalas";
NHC33;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot hibridtehniku; viena - citas - dalas";
NHC39;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot hibridtehniku; citas dalas vai bez precizejuma";
NHC40;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot cementu; visu dalu";
NHC41;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot cementu; vienas - proksimalas - dalas";
NHC42;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot cementu; vienas - distalas - dalas";
NHC43;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot cementu; viena - citas - dalas";
NHC49;"Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot cementu; citas dalas vai bez precizejuma";
NHC59;Sekundara apaksstilba un pedas locitavas (art. talocruralis) interpozicijas protezes implantacija;
NHC60;"sekundara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; visu dalu";
NHC61;"sekundara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; vienas - proksimalas - dalas";
NHC62;"sekundara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; vienas - distalas - dalas";
NHC63;"sekundara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; viena - citas - dalas";
NHC69;"sekundara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana; citas dalas vai bez precizejuma";
NHC70;"Sekundara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; visu dalu";
NHC71;"Sekundara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; vienas - proksimalas - dalas";
NHC72;"Sekundara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; vienas - distalas - dalas";
NHC73;"Sekundara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; viena - citas - dalas";
NHC79;"Sekundara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana; citas dalas vai bez precizejuma";
NHC80;"Sekundara citas pedas locitavas endoprotezesana; visu dalu";
NHC81;"Sekundara citas pedas locitavas endoprotezesana; vienas - proksimalas - dalas";
NHC82;"Sekundara citas pedas locitavas endoprotezesana; vienas - distalas - dalas";
NHC83;"Sekundara citas pedas locitavas endoprotezesana; viena - citas - dalas";
NHC89;"Sekundara citas pedas locitavas endoprotezesana; citas dalas vai bez precizejuma";
NHC99;Cita veida sekundara potites vai pedas locitavas endoprotezesana;
NHE09;Potites vai pedas locitavas kapsulas incizija vai sasusana;
NHE19;Potites vai pedas saites pargriesana vai ekscizija;
NHE29;Potites vai pedas saites reinsercija vai sasusana;
NHE39;Potites vai pedas saites transpozicija;
NHE49;Potites vai pedas saites plastika, neizmantojot protezesanas materialu;
NHE59;Potites vai pedas saites plastika, izmantojot protezesanas materialu;
NHE99;Cita veida potites vai pedas locitavas kapsulas vai saites operacija;
NHF01;"Totala potites vai pedas locitavas sinovektomija; artroskopiska";
NHF02;"Totala potites vai pedas locitavas sinovektomija; valeja";
NHF11;"Daleja potites vai pedas locitavas sinovektomija; artroskopiska";Jaieklauj: Sinovialas krokas (plica sinovialis) ekscizija
NHF12;"Daleja potites vai pedas locitavas sinovektomija; valeja";
NHF21;"potites vai pedas locitavas virsmas fragmenta fiksacija; artroskopiska";
NHF22;"potites vai pedas locitavas virsmas fragmenta fiksacija; valeja";Jaieklauj: Skrimsla vai skrimsla un kaula fragmenta fiksacija. Jaieklauj: Osteohondrita vai traumatiska bojajuma del
NHF31;"Parciala potites vai pedas locitavas skrimsla ekscizija; artroskopiska";
NHF32;"Parciala potites vai pedas locitavas skrimsla ekscizija; valeja";
NHF91;"Cita veida potites vai pedas locitavas virsmas vai sinoviala apvalka operacija; artroskopiska";
NHF92;"Cita veida potites vai pedas locitavas virsmas vai sinoviala apvalka operacija; valeja";
NHG00;"Potites vai pedas ekscizijas artroplastika; apaksstilba un pedas locitava (art. talocruralis)";
NHG01;"Potites vai pedas ekscizijas artroplastika; subtalaras locitava";
NHG02;"Potites vai pedas ekscizijas artroplastika; triskarsa artrodeze";
NHG03;"Potites vai pedas ekscizijas artroplastika; pleznas locitava";
NHG04;"Potites vai pedas ekscizijas artroplastika; pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea i)";
NHG05;"Potites vai pedas ekscizijas artroplastika; citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)";
NHG06;"Potites vai pedas ekscizijas artroplastika; pleznas un kajas ikska locitava (art. metatarsophalangea i)";
NHG07;"Potites vai pedas ekscizijas artroplastika; citas pleznas un pirkstu locitavas (art. metatarsophalangeae)";
NHG09;"Potites vai pedas ekscizijas artroplastika; cita pedas locitava";
NHG10;"Potites vai pedas interpozicijas artroplastika; apaksstilba un pedas locitava (art. talocruralis)";
NHG11;"Potites vai pedas interpozicijas artroplastika; subtalaras locitava";
NHG12;"Potites vai pedas interpozicijas artroplastika; triskarsa artrodeze";
NHG13;"Potites vai pedas interpozicijas artroplastika; pleznas locitava";
NHG14;"Potites vai pedas interpozicijas artroplastika; pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea i)";
NHG15;"Potites vai pedas interpozicijas artroplastika; citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)";
NHG16;"Potites vai pedas interpozicijas artroplastika; pleznas un kajas ikska locitava (art. metatarsophalangea i)";
NHG17;"Potites vai pedas interpozicijas artroplastika; citas pleznas un pirkstu locitavas (art. metatarsophalangeae)";
NHG19;"Potites vai pedas interpozicijas artroplastika; cita pedas locitava";
NHG20;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; apaksstilba un pedas locitava (art. talocruralis)";
NHG21;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; subtalaras locitava";
NHG22;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; triskarsa artrodeze";
NHG23;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; pleznas locitava";
NHG24;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea i)";
NHG25;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)";
NHG26;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; pleznas un kajas ikska locitava (art. metatarsophalangea i)";
NHG27;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; citas pleznas un pirkstu locitavas (art. metatarsophalangeae)";
NHG29;"Cita veida potites vai pedas artroplastika bez endoprotezesanas; cita pedas locitava";
NHG30;"Potites vai pedas locitavas artrodeze bez fiksacijas; apaksstilba un pedas locitava (art. talocruralis)";
NHG31;"Potites vai pedas locitavas artrodeze bez fiksacijas; subtalaras locitava";
NHG32;"Potites vai pedas locitavas artrodeze bez fiksacijas; triskarsa artrodeze";
NHG33;"Potites vai pedas locitavas artrodeze bez fiksacijas; pleznas locitava";
NHG34;"Potites vai pedas locitavas artrodeze bez fiksacijas; pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea i)";
NHG35;"Potites vai pedas locitavas artrodeze bez fiksacijas; citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)";
NHG36;"Potites vai pedas locitavas artrodeze bez fiksacijas; pleznas un kajas ikska locitava (art. metatarsophalangea i)";
NHG37;"Potites vai pedas locitavas artrodeze bez fiksacijas; citas pleznas un pirkstu locitavas (art. metatarsophalangeae)";
NHG39;"Potites vai pedas locitavas artrodeze bez fiksacijas; cita pedas locitava";
NHG40;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; apaksstilba un pedas locitava (art. talocruralis)";
NHG41;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; subtalaras locitava";
NHG42;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; triskarsa artrodeze";
NHG43;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; pleznas locitava";
NHG44;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea i)";
NHG45;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)";
NHG46;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; pleznas un kajas ikska locitava (art. metatarsophalangea i)";
NHG47;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; citas pleznas un pirkstu locitavas (art. metatarsophalangeae)";
NHG49;"Potites vai pedas locitavas artrodeze ar ieksejo fiksaciju; cita pedas locitava";
NHG50;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; apaksstilba un pedas locitava (art. talocruralis)";
NHG51;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; subtalaras locitava";
NHG52;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; triskarsa artrodeze";
NHG53;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; pleznas locitava";
NHG54;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea i)";
NHG55;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)";
NHG56;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; pleznas un kajas ikska locitava (art. metatarsophalangea i)";
NHG57;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; citas pleznas un pirkstu locitavas (art. metatarsophalangeae)";
NHG59;"Potites vai pedas locitavas artrodeze ar arejo fiksaciju; cita pedas locitava";
NHG90;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; apaksstilba un pedas locitava (art. talocruralis)";
NHG91;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; subtalaras locitava";
NHG92;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; triskarsa artrodeze";
NHG93;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; pleznas locitava";
NHG94;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea i)";
NHG95;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)";
NHG96;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; pleznas un kajas ikska locitava (art. metatarsophalangea i)";
NHG97;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; citas pleznas un pirkstu locitavas (art. metatarsophalangeae)";
NHG99;"Cita veida potites vai pedas locitavu rezekcija, rekonstrukcija vai artrodeze; cita pedas locitava";
NHGX76;kimiska potites locitavas sinoviorteze;
NHGX77;Potites locitavas sinoviorteze ar radioaktiviem izotopiem;
NHGX86;kimiska tarsalas locitavas sinoviorteze;
NHGX87;Tarsalas locitavas sinoviorteze ar radioaktiviem izotopiem;
NHGX96;kimiska kaju pirkstu locitavu sinoviorteze;
NHGX97;Kaju pirkstu locitavu  sinoviorteze ar radioaktiviem izotopiem;
NHH00;"potites locitavas izmezgijuma repozicija; slegta";Nav jaieklauj: Endoprotezes repozicija
NHH01;"potites locitavas izmezgijuma repozicija; artroskopiska";
NHH02;"potites locitavas izmezgijuma repozicija; valeja";
NHH10;"Citas pedas locitavas izmezgijumu repozicija; slegta";
NHH11;"Citas pedas locitavas izmezgijumu repozicija; artroskopiska";Nav jaieklauj: Endoprotezes repozicija
NHH12;"Citas pedas locitavas izmezgijumu repozicija; valeja";
NHH20;"Potites vai pedas locitavas endoprotezes izmezgijuma repozicija; slegta";
NHH21;"Potites vai pedas locitavas endoprotezes izmezgijuma repozicija; artroskopiska";
NHH22;"Potites vai pedas locitavas endoprotezes izmezgijuma repozicija; valeja";
NHH30;"Potites vai pedas locitavas  atbrivosana no saaugumiem; slegta";
NHH31;"Potites vai pedas locitavas  atbrivosana no saaugumiem; artroskopiska";
NHH32;"Potites vai pedas locitavas  atbrivosana no saaugumiem; valeja";
NHH40;"Potites vai pedas locitavas sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana; slegta";
NHH41;"Potites vai pedas locitavas sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana; artroskopiska";
NHH42;"Potites vai pedas locitavas sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana; valeja";
NHH50;"potites vai pedas intraartikularas eksostozes vai osteofita rezekcija; slegta";
NHH51;"potites vai pedas intraartikularas eksostozes vai osteofita rezekcija; artroskopiska";
NHH52;"potites vai pedas intraartikularas eksostozes vai osteofita rezekcija; valeja";
NHH70;"Potites vai pedas locitavu operacija paraduma mezgijuma del; slegta";
NHH71;"Potites vai pedas locitavu operacija paraduma mezgijuma del; artroskopiska";
NHH72;"Potites vai pedas locitavu operacija paraduma mezgijuma del; valeja";
NHH90;"Cita veida potites vai pedas locitavas operacija; slegta";
NHH91;"Cita veida potites vai pedas locitavas operacija; artroskopiska";Nav jaieklauj: Visas manipulacijas, kas ieklautas NHB-NHG
NHH92;"Cita veida potites vai pedas locitavas operacija; valeja";Nav jaieklauj: Visas manipulacijas, kas ieklautas NHB-NHG
NHJ00;"Potites vai pedas luzuma slegta repozicija; laterala potite";
NHJ01;"Potites vai pedas luzuma slegta repozicija; mediala potite";
NHJ02;"Potites vai pedas luzuma slegta repozicija; abas potites";
NHJ03;"Potites vai pedas luzuma slegta repozicija; abas potites un mugureja mala";
NHJ04;"Potites vai pedas luzuma slegta repozicija; veltenkauls (talus)";
NHJ05;"Potites vai pedas luzuma slegta repozicija; papeza kauls (calcaneus)";
NHJ06;"Potites vai pedas luzuma slegta repozicija; cits pedas pamata kauls";
NHJ07;"Potites vai pedas luzuma slegta repozicija; pleznas (metatarsalais) kauls";
NHJ08;"Potites vai pedas luzuma slegta repozicija; pirksti";
NHJ10;"Potites vai pedas luzuma valeja repozicija; laterala potite";
NHJ11;"Potites vai pedas luzuma valeja repozicija; mediala potite";
NHJ12;"Potites vai pedas luzuma valeja repozicija; abas potites";
NHJ13;"Potites vai pedas luzuma valeja repozicija; abas potites un mugureja mala";
NHJ14;"Potites vai pedas luzuma valeja repozicija; veltenkauls (talus)";
NHJ15;"Potites vai pedas luzuma valeja repozicija; papeza kauls (calcaneus)";
NHJ16;"Potites vai pedas luzuma valeja repozicija; cits pedas pamata kauls";
NHJ17;"Potites vai pedas luzuma valeja repozicija; pleznas (metatarsalais) kauls";
NHJ18;"Potites vai pedas luzuma valeja repozicija; pirksti";
NHJ20;"Potites vai pedas luzuma areja fiksacija; laterala potite";
NHJ21;"Potites vai pedas luzuma areja fiksacija; mediala potite";
NHJ22;"Potites vai pedas luzuma areja fiksacija; abas potites";
NHJ23;"Potites vai pedas luzuma areja fiksacija; abas potites un mugureja mala";
NHJ24;"Potites vai pedas luzuma areja fiksacija; veltenkauls (talus)";
NHJ25;"Potites vai pedas luzuma areja fiksacija; papeza kauls (calcaneus)";
NHJ26;"Potites vai pedas luzuma areja fiksacija; cits pedas pamata kauls";
NHJ27;"Potites vai pedas luzuma areja fiksacija; pleznas (metatarsalais) kauls";
NHJ28;"Potites vai pedas luzuma areja fiksacija; pirksti";
NHJ30;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; laterala potite";
NHJ31;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; mediala potite";
NHJ32;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; abas potites";
NHJ33;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; abas potites un mugureja mala";
NHJ34;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; veltenkauls (talus)";
NHJ35;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; papeza kauls (calcaneus)";
NHJ36;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; cits pedas pamata kauls";
NHJ37;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; pleznas (metatarsalais) kauls";
NHJ38;"Potites vai pedas luzuma iekseja fiksacija, izmatojot bioimplantatu; pirksti";
NHJ40;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; laterala potite";
NHJ41;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; mediala potite";
NHJ42;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; abas potites";
NHJ43;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; abas potites un mugureja mala";
NHJ44;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; veltenkauls (talus)";
NHJ45;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; papeza kauls (calcaneus)";
NHJ46;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; cits pedas pamata kauls";
NHJ47;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; pleznas (metatarsalais) kauls";
NHJ48;"Potites vai pedas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; pirksti";
NHJ50;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; laterala potite";
NHJ51;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; mediala potite";
NHJ52;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; abas potites";
NHJ53;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; abas potites un mugureja mala";
NHJ54;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; veltenkauls (talus)";
NHJ55;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; papeza kauls (calcaneus)";
NHJ56;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; cits pedas pamata kauls";
NHJ57;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; pleznas (metatarsalais) kauls";
NHJ58;"Potites vai pedas luzuma iekseja fiksacija, izmantojot intramedularu naglu; pirksti";
NHJ60;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; laterala potite";
NHJ61;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; mediala potite";
NHJ62;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; abas potites";
NHJ63;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; abas potites un mugureja mala";
NHJ64;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; veltenkauls (talus)";
NHJ65;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; papeza kauls (calcaneus)";
NHJ66;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; cits pedas pamata kauls";
NHJ67;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; pleznas (metatarsalais) kauls";
NHJ68;"Potites vai pedas iekseja fiksacija, izmantojot plaksni un skruves; pirksti";
NHJ70;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; laterala potite";
NHJ71;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; mediala potite";
NHJ72;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; abas potites";
NHJ73;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; abas potites un mugureja mala";
NHJ74;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; veltenkauls (talus)";
NHJ75;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; papeza kauls (calcaneus)";
NHJ76;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; cits pedas pamata kauls";
NHJ77;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; pleznas (metatarsalais) kauls";
NHJ78;"Potites vai pedas luzuma iekseja fiksacija, izmantojot tikai skruves; pirksti";
