Code	text	Original code	1.	2.	3.	4.	5.	6.		
9	Cita veida vai bez precizejuma	9	9							
NFU0y	Dalejas protezes iznemsana no guzas locitavas	NFU 0y	N	F	U	 	0	y	NFU	0y
NFU1y	Totalas protezes iznemsana no guzas locitavas	NFU 1y	N	F	U	 	1	y	NFU	1y
NFU39	arejas fiksacijas aparata nonemsana no augsstilba kaula	NFU 39	N	F	U	 	3	9	NFU	39
NFU49	Ieksejas fiksacijas aparata iznemsana no augsstilba kaula	NFU 49	N	F	U	 	4	9	NFU	49
NFU89	Infekcijas arstesanai paredzeta terapeitiska implanta iznemsana no guzas locitavas vai augsstilba	NFU 89	N	F	U	 	8	9	NFU	89
NFU99	Cita implantata iznemsana no guzas locitavas vai augsstilba kaula	NFU 99	N	F	U	 	9	9	NFU	99
NFW	Guzas locitavas vai augsstilba reoperacijas 	NFW	N	F	W					
NFW49	Bruces malu paversanas (dehiscences) korekcija guzas locitavas vai augsstilba kirurgija	NFW 49	N	F	W	 	4	9	NFW	49
NFW59	Reoperacija guzas locitavas vai augsstilba kirurgija virspusejas infekcijas del	NFW 59	N	F	W	 	5	9	NFW	59
NFW69	Reoperacija  guzas locitavas vai augsstilba kirurgija dzilas infekcijas del	NFW 69	N	F	W	 	6	9	NFW	69
NFW79	Reoperacija guzas locitavas vai augsstilba kirurgija virspusejas asinosanas del	NFW 79	N	F	W	 	7	9	NFW	79
NFW89	Reoperacija guzas locitavas vai augsstilba kirurgija dzilas asinosanas del	NFW 89	N	F	W	 	8	9	NFW	89
NFW99	Cita veida reoperacija guzas locitavas vai augsstilba kirurgija	NFW 99	N	F	W	 	9	9	NFW	99
NG	Celis un apaksstilbs	NG	N	G						
NGA	Cela un apaksstilba diagnostiskas manipulacijas 	NGA	N	G	A					
NGAko		NGA kodu pedeja cipara nozime: 	N	G	A	 	k	o	NGA	ko
0	Perkutana	0	0							
1	Artroskopiska	1	1							
2	Valeja	2	2							
NGA0y	Cela vai apaksstilba miksto audu eksplorativa izmeklesana	NGA 0y	N	G	A	 	0	y	NGA	0y
NGA1y	Cela locitavas eksplorativa izmeklesana	NGA 1y	N	G	A	 	1	y	NGA	1y
NGA2y	Cela lmiksto audu vai apaksstilba miksto audu biopsija	NGA 2y	N	G	A	 	2	y	NGA	2y
NGA3y	Cela vai apaksstilba kaula biopsija 	NGA 3y	N	G	A	 	3	y	NGA	3y
NGB	Primara cela locitavas endoprotezesana 	NGB	N	G	B					
NGBko		NGB kodu pedeja cipara nozime: 	N	G	B	 	k	o	NGB	ko
0	Visu dalu	0	0							
1	Medialas dalas	1	1							
2	Lateralas dalas	2	2							
3	Patellofemoralas dalas	3	3							
4	Vairak neka vienas dalas, bet ne visu dalu	4	4							
9	Cita veida vai bez precizejuma	9	9							
NGB0y	Primara daleja cela locitavas endoprotezesana, neizmantojot cementu	NGB 0y	N	G	B	 	0	y	NGB	0y
NGB1y	Primara daleja cela locitavas endoprotezesana, izmantojot cementu 	NGB 1y	N	G	B	 	1	y	NGB	1y
NGB20	Primara totala cela locitavas endoprotezesana, neizmantojot cementu	NGB 20	N	G	B	 	2	0	NGB	20
NGB30	Primara totala cela locitavas endoprotezesana, izmantojot hibridtehniku	NGB 30	N	G	B	 	3	0	NGB	30
NGB40	Primara totala cela locitavas endoprotezesana, izmantojot cementu	NGB 40	N	G	B	 	4	0	NGB	40
NGB59	Primara cela locitavas interpozicijas artroplastika	NGB 59	N	G	B	 	5	9	NGB	59
NGB99	Cita veida primara cela locitavas endoprotezesana	NGB 99	N	G	B	 	9	9	NGB	99
NGC	Sekundara cela locitavas endoprotezesana	NGC	N	G	C					
NGCko		NGC kodu pedeja cipara nozime: 	N	G	C	 	k	o	NGC	ko
0	Visu dalu	0	0							
1	Medialas dalas	1	1							
2	Lateralas dalas	2	2							
3	Patellofemoralas dalas	3	3							
4	Vairak neka vienas dalas, bet ne visu dalu	4	4							
9	Cita veida vai bez precizejuma	9	9							
NGC0y	Sekundara cela locitavas dalejas protezes implantacija, neizmantojot cementu	NGC 0y	N	G	C	 	0	y	NGC	0y
NGC1y	Sekundara cela locitavas dalejas protezes implantacija, izmantojot cementu 	NGC 1y	N	G	C	 	1	y	NGC	1y
NGC2y	Sekundara cela locitavas totalas protezes implantacija, neizmantojot cementu	NGC 2y	N	G	C	 	2	y	NGC	2y
NGC3y	Sekundara cela locitavas totalas protezes implantacija, izmantojot hibridtehniku	NGC 3y	N	G	C	 	3	y	NGC	3y
NGC4y	Sekundara cela locitavas totalas protezes implantacija, izmantojot cementu 	NGC 4y	N	G	C	 	4	y	NGC	4y
NGC59	Sekundara cela locitavas interpozicijas protezes implantacija	NGC 59	N	G	C	 	5	9	NGC	59
NGC99	Cita veida sekundara cela locitavas endoprotezesana	NGC 99	N	G	C	 	9	9	NGC	99
NGD	Cela locitavas menisku operacijas	NGD	N	G	D					
NGDko		NGD kodu pedeja cipara nozime: 	N	G	D	 	k	o	NGD	ko
1	Artroskopiska	1	1							
2	Valeja	2	2							
NGD0y	Totala cela locitavas menisku rezekcija 	NGD 0y	N	G	D	 	0	y	NGD	0y
NGD1y	Daleja cela locitavas menisku rezekcija 	NGD 1y	N	G	D	 	1	y	NGD	1y
NGD2y	Cela locitavas menisku reinsercija 	NGD 2y	N	G	D	 	2	y	NGD	2y
NGD9y	Cita veida cela locitavas menisku operacija 	NGD 9y	N	G	D	 	9	y	NGD	9y
NGE	Cela locitavas kapsulas un saisu operacijas	NGE	N	G	E					
NGEko		NGE kodu pedeja cipara nozime: 	N	G	E	 	k	o	NGE	ko
1	Priekseja krusteniska saite (lig. cruciatum anterior), valeja	1	1							
2	Mugureja krusteniska saite (lig. cruciatum posterior), valeja	2	2							
3	Mediala kolaterala saite (lig. collaterale tibiale s. lig. mediale genus)	3	3							
4	Laterala kolaterala saite (lig. collaterale fibulare s. lig. laterale genus)	4	4							
5	Priekseja krusteniska saite (lig. cruciatum anterior), artroskopiska	5	5							
6	Mugureja krusteniska saite (lig. cruciatum posterior), artroskopiska	6	6							
9	Cita saite	9	9							
NGE09	Cela locitavas kapsulas incizija vai sasusana	NGE 09	N	G	E	 	0	9	NGE	09
NGE1y	Cela locitavas saites pargriesana vai ekscizija 	NGE 1y	N	G	E	 	1	y	NGE	1y
NGE2y	Cela locitavas saites reinsercija vai sasusana	NGE 2y	N	G	E	 	2	y	NGE	2y
NGE3y	Cela locitavas saites transpozicija 	NGE 3y	N	G	E	 	3	y	NGE	3y
NGE4y	Cela locitavas saites plastika, neizmantojot protezesanas materialu	NGE 4y	N	G	E	 	4	y	NGE	4y
NGE5y	Cela locitavas saites plastika, izmantojot protezesanas materialu	NGE 5y	N	G	E	 	5	y	NGE	5y
NGE9y	Cita veida cela locitavas kapsulas vai saites operacija	NGE 9y	N	G	E	 	9	y	NGE	9y
NGF	Cela locitavas virsmu un sinovialo apvalku operacijas	NGF	N	G	F					
NGFko		NGF kodu pedeja cipara nozime: 	N	G	F	 	k	o	NGF	ko
1	Artroskopiska	1	1							
2	Valeja	2	2							
NGF0y	Totala cela locitavas sinovektomija	NGF 0y	N	G	F	 	0	y	NGF	0y
NGF1y	Parciala cela locitavas sinovektomija	NGF 1y	N	G	F	 	1	y	NGF	1y
NGF2y	Cela locitavas saites sasusana un reinsercija 	NGF 2y	N	G	F	 	2	y	NGF	2y
NGF3y	Parciala cela locitavas skrimsla ekscizija 	NGF 3y	N	G	F	 	3	y	NGF	3y
NGF9y	Cita veida cela locitavas virsmu vai sinovialo apvalku operacija	NGF 9y	N	G	F	 	9	y	NGF	9y
NGG	Cela locitavas rezekcija, rekonstrukcija un artrodeze	NGG	N	G	G					
NGG09	Cela locitavas ekscizijas artroplastika	NGG 09	N	G	G	 	0	9	NGG	09
NGG19	Cela locitavas interpozicijas artroplastika	NGG 19	N	G	G	 	1	9	NGG	19
NGG29	Cita veida cela locitavas artroplastika bez endoprotezesanas	NGG 29	N	G	G	 	2	9	NGG	29
NGG39	Cela locitavas artrodeze bez fiksacijas	NGG 39	N	G	G	 	3	9	NGG	39
NGG49	Cela locitavas artrodeze ar ieksejo fiksaciju	NGG 49	N	G	G	 	4	9	NGG	49
NGG59	Cela locitavas artrodeze ar arejo fiksaciju	NGG 59	N	G	G	 	5	9	NGG	59
NGG99	Cita veida cela locitavas rezekcija, rekonstrukcija vai artrodeze	NGG 99	N	G	G	 	9	9	NGG	99
NGH	Dazadas cela locitavas operacijas	NGH	N	G	H					
NGHko		NGH kodu pedeja cipara nozime: 	N	G	H	 	k	o	NGH	ko
0	Slegta	0	0							
1	Artroskopiska	1	1							
2	Valeja	2	2							
NGH0y	Cela locitavas izmezgijuma repozicija 	NGH 0y	N	G	H	 	0	y	NGH	0y
NGH1y	Celakaula (patella) izmezgijuma repozicija 	NGH 1y	N	G	H	 	1	y	NGH	1y
NGH2y	Cela locitavas endoprotezes izmezgijuma repozicija 	NGH 2y	N	G	H	 	2	y	NGH	2y
NGH3y	Cela locitavas atbrivosana no saaugumiem	NGH 3y	N	G	H	 	3	y	NGH	3y
NGH4y	Cela locitavas sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana 	NGH 4y	N	G	H	 	4	y	NGH	4y
NGH5y	Cela locitavas intraartikularas eksostozes vai osteofita rezekcija 	NGH 5y	N	G	H	 	5	y	NGH	5y
NGH7y	Cela locitavas operacija paraduma mezgijuma del	NGH 7y	N	G	H	 	7	y	NGH	7y
NGH9y	Cita veida cela locitavas operacija	NGH 9y	N	G	H	 	9	y	NGH	9y
NGJ	Cela un apaksstilba kaulu luzumu kirurgija 	NGJ	N	G	J					
NGJko		NGJ kodu pedeja cipara nozime: 	N	G	J	 	k	o	NGJ	ko
0	Celakauls (patella)	0	0							
1	Liela lielakaula proksimala dala	1	1							
2	Liela lielakaula kermenis	2	2							
3	Mazais lielakauls	3	3							
9	Cita veida vai bez prezicejuma	9	9							
NGJ0y	Cela vai apaksstilba kaulu luzuma slegta repozicija 	NGJ 0y	N	G	J	 	0	y	NGJ	0y
NGJ1y	Cela vai apaksstilba kaulu luzuma valeja repozicija 	NGJ 1y	N	G	J	 	1	y	NGJ	1y
NGJ2y	Cela vai apaksstilba kaulu luzuma areja fiksacija 	NGJ 2y	N	G	J	 	2	y	NGJ	2y
NGJ3y	Cela vai apaksstilba kaulu luzuma iekseja fiksacija, izmantojot bioimplantatu 	NGJ 3y	N	G	J	 	3	y	NGJ	3y
NGJ4y	Cela vai apaksstilba kaulu luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu 	NGJ 4y	N	G	J	 	4	y	NGJ	4y
NGJ5y	Cela vai apaksstilba kaulu luzuma iekseja fiksacija, izmantojot intramedularu naglu 	NGJ 5y	N	G	J	 	5	y	NGJ	5y
NGJ6y	Cela vai apaksstilba kaulu luzuma iekseja fiksacija, izmantojot plaksni un skruves 	NGJ 6y	N	G	J	 	6	y	NGJ	6y
NGJ7y	Cela vai apaksstilba kaulu luzuma iekseja fiksacija, izmantojot tikai skruves	NGJ 7y	N	G	J	 	7	y	NGJ	7y
NGJ8y	Cela vai apaksstilba kaulu luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi	NGJ 8y	N	G	J	 	8	y	NGJ	8y
NGJ9y	Cita veida cela vai apaksstilba kaulu luzumu kirurgija 	NGJ 9y	N	G	J	 	9	y	NGJ	9y
NGK	Cela un apaksstilba kaulu operacijas	NGK	N	G	K					
NGK09	Cela locitavas vai apaksstilba kaula fragmenta rezekcija	NGK 09	N	G	K	 	0	9	NGK	09
NGK19	Cela vai apaksstilba kaula parciala vai totala rezekcija	NGK 19	N	G	K	 	1	9	NGK	19
NGK29	Cela vai apaksstilba kaula fenestracija vai tunelizacija	NGK 29	N	G	K	 	2	9	NGK	29
NGK39	Cela vai apaksstilba kaula cistas kiretaza	NGK 39	N	G	K	 	3	9	NGK	39
NGK47	Totala apaksstilba kaula epifizealas augsanas platnites atdalisana	NGK 47	N	G	K	 	4	7	NGK	47
NGK48	Daleja apaksstilba kaula epifizealas augsanas platnites atdalisana	NGK 48	N	G	K	 	4	8	NGK	48
NGK49	Cela vai apaksstilba epifiziodeze	NGK 49	N	G	K	 	4	9	NGK	49
NGK59	Cela vai apaksstilba lenkiska, rotacijas vai nobides osteotomija	NGK 59	N	G	K	 	5	9	NGK	59
NGK69	Cela vai apaksstilba pagarinasanas vai saisinasanas osteotomija	NGK 69	N	G	K	 	6	9	NGK	69
NGK79	Cela vai apaksstilba kaula parvietosanas operacija 	NGK 79	N	G	K	 	7	9	NGK	79
NGK89	Cela vai apaksstilba epifizealas augsanas platnites trakcijas pagarinasana	NGK 89	N	G	K	 	8	9	NGK	89
NGK99	Cita veida cela locitavas vai apaksstilba kaulu operacija	NGK 99	N	G	K	 	9	9	NGK	99
NGL	Cela un apaksstilba muskulu un cipslu operacijas	NGL	N	G	L					
NGL09	Cela vai apaksstilba muskula atbrivosana no saaugumiem	NGL 09	N	G	L	 	0	9	NGL	09
NGL19	Cela vai apaksstilba muskula sasusana vai plastika	NGL 19	N	G	L	 	1	9	NGL	19
NGL29	Cela vai apaksstilba muskula transpozicija	NGL 29	N	G	L	 	2	9	NGL	29
NGL39	Cela vai apaksstilba tenotomija vai miotomija	NGL 39	N	G	L	 	3	9	NGL	39
NGL49	Cela vai apaksstilba cipslas suve vai reinsercija	NGL 49	N	G	L	 	4	9	NGL	49
NGL59	Cela vai apaksstilba tenolize vai tenosinovektomija	NGL59	N	G	L	5	9			
NGL69	Cela vai apaksstilba tenodeze, cipslas saisinasana vai pagarinasana	NGL 69	N	G	L	 	6	9	NGL	69
NGL79	Cela vai apaksstilba muskula vai cipslas rezekcija	NGL 79	N	G	L	 	7	9	NGL	79
NGL89	Cela vai apaksstilba cipslas transpozicija	NGL 89	N	G	L	 	8	9	NGL	89
NGL99	Cita veida cela vai apaksstilba muskulu vai cipslu operacija	NGL99	N	G	L	9	9			
NGM	Cela un apaksstilba fasciju, sinovialo cistu un glotsominu operacijas	NGM	N	G	M					
NGM09	Cela vai apaksstilba fasciotomija	NGM 09	N	G	M	 	0	9	NGM	09
NGM19	Cela vai apaksstilba fascijas daleja vai pilniga ekscizija	NGM 19	N	G	M	 	1	9	NGM	19
NGM29	Cela vai apaksstilba fascijas suve	NGM 29	N	G	M	 	2	9	NGM	29
NGM39	Cela vai apaksstilba sinovialas cistas ekscizija	NGM 39	N	G	M	 	3	9	NGM	39
NGM79	Cela vai apaksstilba glotsominas ekscizija	NGM 79	N	G	M	 	7	9	NGM	79
NGM99	Cita veida cela vai apaksstilba fasciju, sinovialo cistu vai glotsominu operacija	NGM 99	N	G	M	 	9	9	NGM	99
NGN	Transplantacija celi un apaksstilba	NGN	N	G	N					
NGN09	Kaula autotransplantacija celi vai apaksstilba	NGN 09	N	G	N	 	0	9	NGN	09
NGN19	Kaula alotransplantacija celi vai apaksstilba	NGN 19	N	G	N	 	1	9	NGN	19
NGN29	Kaula ksenotransplantacija celi vai apaksstilba	NGN 29	N	G	N	 	2	9	NGN	29
NGN39	Cipslas transplantacija celi vai apaksstilba	NGN 39	N	G	N	 	3	9	NGN	39
NGN49	Skrimsla, kaulpleves vai fascijas transplantacija celi vai apaksstilba	NGN 49	N	G	N	 	4	9	NGN	49
NGN99	Cita veida transplantacija cela vai apaksstilba kirurgija	NGN 99	N	G	N	 	9	9	NGN	99
NGP	Cela un apaksstilba replantacija 	NGP	N	G	P					
NGP29	Ekstremitates replantacija cela vai apaksstilba limeni	NGP 29	N	G	P	 	2	9	NGP	29
NGQ	Cela un apaksstilba amputacija un ar to saistitas operacijas	NGQ	N	G	Q					
NGQ09	Cela locitavas eksartikulacija	NGQ 09	N	G	Q	 	0	9	NGQ	09
NGQ19	Apaksstilba amputacija	NGQ 19	N	G	Q	 	1	9	NGQ	19
NGQ29	Cela vai apaksstilba amputacijas vai eksartikulacijas stumbra revizija	NGQ 29	N	G	Q	 	2	9	NGQ	29
NGQ99	Cita veida cela vai apaksstilba amputacija vai ar to saistita operacija	NGQ 99	N	G	Q	 	9	9	NGQ	99
NGR	Cela un apaksstilba audzeja operacijas	NGR	N	G	R					
NGR09	Cela vai apaksstilba miksto audu audzeja nepilniga ekscizija	NGR 09	N	G	R	 	0	9	NGR	09
NGR19	Cela vai apaksstilba miksto audu audzeja pilniga ekscizija	NGR 19	N	G	R	 	1	9	NGR	19
NGR29	Cela vai apaksstilba miksto audu audzeja paplasinata ekscizija	NGR 29	N	G	R	 	2	9	NGR	29
NGR39	Cela vai apaksstilba miksto audu audzeja ekscizija vienota bloka	NGR 39	N	G	R	 	3	9	NGR	39
NGR49	Cela vai apaksstilba kaula vai skrimsla audzeja nepilniga ekscizija	NGR 49	N	G	R	 	4	9	NGR	49
NGR59	Cela vai apaksstilba kaula vai skrimsla audzeja pilniga ekscizija	NGR 59	N	G	R	 	5	9	NGR	59
NGR69	Cela vai apaksstilba kaula vai skrimsla audzeja paplasinata ekscizija	NGR 69	N	G	R	 	6	9	NGR	69
NGR79	Cela vai apaksstilba kaula vai skrimsla audzeja rezekcija vienota bloka	NGR 79	N	G	R	 	7	9	NGR	79
NGR99	Cita veida cela vai apaksstilba audzeja operacija	NGR 99	N	G	R	 	9	9	NGR	99
NGS	Cela locitavas un apaksstilba operacijas cipslu, locitavu un kaulu infekcijas del	NGS	N	G	S					
NGS09	Cela vai apaksstilba cipslas infekcijas incizija un sanacija	NGS 09	N	G	S	 	0	9	NGS	09
NGS19	Cela locitavas infekcijas incizija un sanacija	NGS 19	N	G	S	 	1	9	NGS	19
NGS29	Cela vai apaksstilba kaula infekcijas incizija un sanacija	NGS 29	N	G	S	 	2	9	NGS	29
NGS39	Cela vai apaksstilba cipslas infekcijas incizija un sanacija ar medikamentu  ievadisanu	NGS 39	N	G	S	 	3	9	NGS	39
NGS49	Cela locitavas infekcijas incizija un sanacija ar medikamentu ievadisanu	NGS 49	N	G	S	 	4	9	NGS	49
NGS59	Cela vai apaksstilba kaula infekcijas incizija un sanacija ar medikamentu ievadisanu	NGS 59	N	G	S	 	5	9	NGS	59
NGS99	Cita veida cela vai apaksstilba operacija cipslu, locitavu vai kaulu infekcijas del 	NGS 99	N	G	S	 	9	9	NGS	99
NGT	Dazadas cela locitavas un apaksstilba operacijas 	NGT	N	G	T					
NGT09	Sveskermena iznemsana no cela un apaksstilba audiem	NGT 09	N	G	T	 	0	9	NGT	09
NGT19	Cela locitavas forseta redresacija	NGT 19	N	G	T	 	1	9	NGT	19
NGT39	Cela vai apaksstilba kaula deformacijas korekcija, izmantojot muskuli, cipslu vai saiti	NGT 39	N	G	T	 	3	9	NGT	39
NGT49	Cela vai apaksstilba kaula deformacijas korekcija, izmantojot arejo vai ieksejo fiksaciju	NGT 49	N	G	T	 	4	9	NGT	49
NGT99	Cita veida cela vai apaksstilba operacija 	NGT 99	N	G	T	 	9	9	NGT	99
NGU	Implanta iznemsana un arejas fiksacijas aparata nonemsana no cela un apaksstilba	NGU	N	G	U					
NGUko		NGU kodu pedeja cipara nozime: 	N	G	U	 	k	o	NGU	ko
0	Visu dalu	0	0							
1	Medialas dalas	1	1							
2	Lateralas dalas	2	2							
3	Patellofemoralas dalas	3	3							
4	Vairak neka vienas dalas, bet ne visu dalu	4	4							
9	Cita veida vai bez precizejuma	9	9							
NGU0y	Dalejas protezes iznemsana no cela locitavas	NGU 0y	N	G	U	 	0	y	NGU	0y
NGU1y	Totalas protezes iznemsana no cela locitavas	NGU 1y	N	G	U	 	1	y	NGU	1y
NGU39	arejas fiksacijas aparata nonemsana no cela vai apaksstilba	NGU 39	N	G	U	 	3	9	NGU	39
NGU49	Ieksejas fiksacijas iznemsana no cela vai apaksstilba	NGU 49	N	G	U	 	4	9	NGU	49
NGU69	Saites protezes iznemsana no cela vai apaksstilba	NGU 69	N	G	U	 	6	9	NGU	69
NGU89	Infekcijas arstesanai paredzeta terapeitiska implanta iznemsana no cela vai apaksstilba	NGU 89	N	G	U	 	8	9	NGU	89
NGU99	Cita veida implantata iznemsana no cela vai apaksstilba	NGU 99	N	G	U	 	9	9	NGU	99
NGW	Cela un apaksstilba reoperacijas	NGW	N	G	W					
NGW49	Bruces malu paversanas (dehiscences) korekcija cela vai apaksstilba kirurgija	NGW 49	N	G	W	 	4	9	NGW	49
NGW59	Reoperacija cela vai apaksstilba kirurgija virspusejas infekcijas del	NGW 59	N	G	W	 	5	9	NGW	59
NGW69	Reoperacija cela vai apaksstilba kirurgija dzilas infekcijas del	NGW 69	N	G	W	 	6	9	NGW	69
NGW79	Reoperacija cela vai apaksstilba kirurgija virspusejas asinosanas del	NGW 79	N	G	W	 	7	9	NGW	79
NGW89	Reoperacija cela vai apaksstilba kirurgija dzilas asinosanas del	NGW 89	N	G	W	 	8	9	NGW	89
NGW99	Cita veida reoperacija cela vai apaksstilba kirurgija	NGW 99	N	G	W	 	9	9	NGW	99
NH	Potite un peda 	NH	N	H						
NHA	Potites un pedas diagnostiskas manipulacijas 	NHA	N	H	A					
NHAko		NHA kodu pedeja cipara nozime: 	N	H	A	 	k	o	NHA	ko
0	Perkutana	0	0							
1	Artroskopiska	1	1							
2	Valeja 	2	2							
NHA0y	Potites vai pedas miksto audu eksplorativa izmeklesana 	NHA 0y	N	H	A	 	0	y	NHA	0y
NHA1y	Potites vai pedas locitavas eksplorativa izmeklesana 	NHA 1y	N	H	A	 	1	y	NHA	1y
NHA2y	Potites vai pedas miksto audu vai locitavas biopsija 	NHA 2y	N	H	A	 	2	y	NHA	2y
NHA3y	Potites vai pedas kaula biopsija 	NHA 3y	N	H	A	 	3	y	NHA	3y
NHB	Potites un pedas primara locitavu primara endoprotezesana	NHB	N	H	B					
NHBko		NHB kodu pedeja cipara nozime: 	N	H	B	 	k	o	NHB	ko
0	Visu dalu	0	0							
1	Vienas - proksimalas - dalas	1	1							
2	Vienas - distalas - dalas	2	2							
3	Viena - citas - dalas 	3	3							
9	Citas dalas vai bez precizejuma	9	9							
NHB0y	Primara daleja potites locitavas endoprotezesana, neizmantojot cementu	NHB 0y	N	H	B	 	0	y	NHB	0y
NHB1y	Primara daleja apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu 	NHB 1y	N	H	B	 	1	y	NHB	1y
NHB20	Primara totala apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, neizmantojot cementu	NHB 20	N	H	B	 	2	0	NHB	20
NHB30	Primara totala apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot hibridtehniku	NHB 30	N	H	B	 	3	0	NHB	30
NHB40	Primara totala apaksstilba un pedas locitavas (art. talocruralis) endoprotezesana, izmantojot cementu	NHB 40	N	H	B	 	4	0	NHB	40
NHB59	Primara apaksstilba un pedas locitavas (art. talocruralis) interpozicijas artroplastika	NHB 59	N	H	B	 	5	9	NHB	59
NHB6y	Primara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana	NHB 6y	N	H	B	 	6	y	NHB	6y
NHB7y	Primara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana	NHB 7y	N	H	B	 	7	y	NHB	7y
NHB8y	Primara citas pedas locitavas endoprotezesana 	NHB 8y	N	H	B	 	8	y	NHB	8y
NHB99	Cita veida primara potites vai pedas locitavas endoprotezesana 	NHB 99	N	H	B	 	9	9	NHB	99
NHC	Sekundara potites un pedas locitavu endoprotezesana	NHC	N	H	C					
NHCko		NHC kodu pedeja cipara nozime: 	N	H	C	 	k	o	NHC	ko
0	Visu dalu	0	0							
1	Vienas - proksimalas - dalas	1	1							
2	Vienas - distalas - dalas	2	2							
3	Viena - citas - dalas 	3	3							
9	Citas dalas vai bez precizejuma	9	9							
NHC0y	Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, neizmantojot cementu	NHC 0y	N	H	C	 	0	y	NHC	0y
NHC1y	Sekundara apaksstilba un pedas locitavas (art. talocruralis) dalejas protezes implantacija, izmantojot cementu 	NHC 1y	N	H	C	 	1	y	NHC	1y
NHC2y	Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, neizmantojot cementu	NHC 2y	N	H	C	 	2	y	NHC	2y
NHC3y	Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot hibridtehniku	NHC 3y	N	H	C	 	3	y	NHC	3y
NHC4y	Sekundara apaksstilba un pedas locitavas (art. talocruralis) totalas protezes implantacija, izmantojot cementu 	NHC 4y	N	H	C	 	4	y	NHC	4y
NHC59	Sekundara apaksstilba un pedas locitavas (art. talocruralis) interpozicijas protezes implantacija	NHC 59	N	H	C	 	5	9	NHC	59
NHC6y	Sekundara pleznas un kajas ikska locitavas (art. metatarsophalangea I) endoprotezesana	NHC 6y	N	H	C	 	6	y	NHC	6y
NHC7y	Sekundara citas pleznas un pirkstu locitavas (art. metatarsophalangea) endoprotezesana	NHC 7y	N	H	C	 	7	y	NHC	7y
NHC8y	Sekundara citas pedas locitavas endoprotezesana 	NHC 8y	N	H	C	 	8	y	NHC	8y
NHC99	Cita veida sekundara potites vai pedas locitavas endoprotezesana 	NHC 99	N	H	C	 	9	9	NHC	99
NHE	Potites un pedas locitavu kapsulu un saisu operacijas	NHE	N	H	E					
NHE09	Potites vai pedas locitavas kapsulas incizija vai sasusana	NHE 09	N	H	E	 	0	9	NHE	09
NHE19	Potites vai pedas saites pargriesana vai ekscizija	NHE 19	N	H	E	 	1	9	NHE	19
NHE29	Potites vai pedas saites reinsercija vai sasusana	NHE 29	N	H	E	 	2	9	NHE	29
NHE39	Potites vai pedas saites transpozicija	NHE 39	N	H	E	 	3	9	NHE	39
NHE49	Potites vai pedas saites plastika, neizmantojot protezesanas materialu	NHE 49	N	H	E	 	4	9	NHE	49
NHE59	Potites vai pedas saites plastika, izmantojot protezesanas materialu	NHE 59	N	H	E	 	5	9	NHE	59
NHE99	Cita veida potites vai pedas locitavas kapsulas vai saites operacija	NHE 99	N	H	E	 	9	9	NHE	99
NHF	Potites un pedas locitavu virsmu un sinovialo apvalku operacijas	NHF	N	H	F					
NHFko		NHF kodu pedeja cipara nozime: 	N	H	F	 	k	o	NHF	ko
1	Artroskopiska	1	1							
2	Valeja	2	2							
NHF0y	Totala potites vai pedas locitavas sinovektomija	NHF 0y	N	H	F	 	0	y	NHF	0y
NHF1y	Daleja potites vai pedas locitavas sinovektomija	NHF 1y	N	H	F	 	1	y	NHF	1y
NHF2y	Potites vai pedas locitavas virsmas fragmenta fiksacija	NHF 2y	N	H	F	 	2	y	NHF	2y
NHF3y	Parciala potites vai pedas locitavas skrimsla ekscizija 	NHF 3y	N	H	F	 	3	y	NHF	3y
NHF9y	Cita veida potites vai pedas locitavas virsmas vai sinoviala apvalka operacija	NHF 9y	N	H	F	 	9	y	NHF	9y
NHG	Potites un pedas locitavu rezekcija, rekonstrukcija un artrodeze	NHG	N	H	G					
NHGko		NHG kodu pedeja cipara nozime: 	N	H	G	 	k	o	NHG	ko
0	Apaksstilba un pedas locitava (art. talocruralis)	0	0							
1	Subtalaras locitava	1	1							
2	Triskarsa artrodeze	2	2							
3	Pleznas locitava	3	3							
4	Pirma pedas pamata un pleznas kaula locitava (art. tarsometatarsea I)	4	4							
5	Citas pedas pamata un pleznas kaula locitavas (art. tarsometatarsea)	5	5							
6	Pleznas un kajas ikska locitava (art. metatarsophalangea I)	6	6							
7	Citas pleznas un pirkstu locitavas (art. metatarsophalangeae)	7	7							
9	Cita pedas locitava	9	9							
NHG0y	Potites vai pedas ekscizijas artroplastika 	NHG 0y	N	H	G	 	0	y	NHG	0y
NHG1y	Potites vai pedas interpozicijas artroplastika 	NHG 1y	N	H	G	 	1	y	NHG	1y
