Tunniste;Lyhenne;Nimi;Pitkä nimi;Ylempi koodi;Hierarkiataso;Voimassaolo alkaa;Voimassaolo päättyy;Muutospvm;Viim. tallentaja;Tila;Määritelmä;OID;Anm.;Exkluderar;Huom.;Inkluderar;Korvaava koodi;Lehtisolmu;Long_name;Långt_namn;Mukaan lukien;NCSP+;NCSP+ ala;NCSP ala;NCSP+ luku;NCSP luku;NCSP+ ryhmä;NCSP ryhmä;Note;Obs.;Pois lukien;Suun terveys (T/F);Taso;Vaativuus;Voimassa
QCD20;Yläraajan palovammaeksisio+omaihosiirto;Yläraajan palovammaeksisio+omaihosiirto;Yläraajan palovamman poistoleikkaus ja peittäminen;QCD;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of burn of upper limb and coverage;Excision och täckning av brännskada, övre extremiteten;;QCSD20;;QCD;Q;Q;QC;QC;;;;F;C;;T
QCE;Yläraajaiho/subkutismuutospoistot/korjau;Yläraajaiho/subkutismuutospoistot/korjau;Yläraajojen ihon ja ihonalaiskudoksen muutosten poistot ja korjaukset;QC;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Excision and repair of lesion of skin of upper limb;Excision och rekonstruktion vid kutana/subkutana förändringar, övre extremiteten;;QCSE;;QCE;Q;Q;QC;QC;;;;F;A;;T
QCE00;Yläraajan ihopoimun tai ylimääräisen iho;Yläraajan ihopoimun tai ylimääräisen iho;Yläraajan ihopoimun tai ylimääräisen ihon poisto;QCE;3;1.1.2005;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of loose skin or fold of skin from upper limb;Excision av hudveck eller överflödig hud, övre extremiteten;;QCSE00;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE10;Yläraajan iho/subcutis muutos poisto;Yläraajan iho/subcutis muutos poisto;Yläraajan ihon tai ihonalaiskudoksen paikallisen muutoksen poisto koko ihon paksuudelta;QCE;3;1.1.2005;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of other lesion extending through all layers of skin in upper limb;Excision av kutan/subkutan förändring från all skikter av hud, övre extremiteten;;QCSE10;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE15;Yläraajan ihon pintak muut poisto;Yläraajan ihon pintak muut poisto;Yläraajan ihon pintakerroksen paikallisen muutoksen poisto;QCE;3;1.1.2005;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of other superficial lesion of skin in upper limb;Excision av ytlig hudförändring, övre extremiteten;;QCSE15;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE20;Yläraajaihon arpi/kuroumapoisto/korjaus;Yläraajaihon arpi/kuroumapoisto/korjaus;Yläraajan ihon arven tai kurouman poisto ja korjaus;QCE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of scar or web of skin of upper limb;Excision av ärr eller hudkontraktur, övre extremiteten;;QCSE20;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE25;Yläraajaihon palomma-arpipoisto/korjaus;Yläraajaihon palomma-arpipoisto/korjaus;Yläraajan palovamma-arven poisto ja korjaus;QCE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of scar of upper limb caused by burn;Excision/revision av ärr efter brännskada, övre extremiteten;;QCSE25;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE30;Yläraajan leikkausarven poisto/korjaus;Yläraajan leikkausarven poisto/korjaus;Yläraajan leikkausarven poisto ja korjaus;QCE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of surgical scar in upper limb;Excision/revision av operationsärr, övre extremiteten;;QCSE30;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE35;Yläraajan leikk/vamma ihopuutoskorjaus;Yläraajan leikk/vamma ihopuutoskorjaus;Yläraajan leikkauksen tai vamman jälkeisen ihopuutoksen korjaus;QCE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Repair of skin defect in upper limb after surgery or injury;Rekonstruktion av huddefekt efter skada eller operation, övre extremiteten;;QCSE35;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE40;Yläraajaihon epämuod/sair vauriokorjaus;Yläraajaihon epämuod/sair vauriokorjaus;Yläraajan ihon epämuodostuman tai sairauden aiheuttaman vaurion korjaus;QCE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Repair of anomaly or lesion after disease of skin of upper limb;Rekonstruktion vid missbildning eller hudsjukdom, övre extremiteten;;QCSE40;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE50;Yläraajan pinnallisen ihomuutoksen hiomi;Yläraajan pinnallisen ihomuutoksen hiomi;Yläraajan pinnallisen ihomuutoksen hiominen;QCA;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Dermabrasion of superficial lesion of skin of upper limb;Dermabrasion av ytlig hudförändring, övre extremiteten;;QCSA20;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCE99;Muu yläraajaihon paik poisto/korjaus;Muu yläraajaihon paik poisto/korjaus;Muu yläraajan ihon ja ihonalaiskudoksen poisto tai korjaava leikkaus;QCE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other excision or repair of lesion of skin of upper limb;Annan kutan / subkutan excision eller rekonstruktion, övre extremiteten;;QCSE99;;QCE;Q;Q;QC;QC;;;;F;C;;T
QCG;Yläraajojen haavojen/avanteiden korj:t;Yläraajojen haavojen/avanteiden korj:t;Yläraajojen kroonisten haavojen ja avanteiden korjaukset;QC;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for chronic ulcers and fistulae of skin of upper limb;Operationer för kroniska sår och fistlar, övre extremiteten;;QCSG;;QCG;Q;Q;QC;QC;;;;F;A;;T
QCG20;Yläraajan kroonisen haavan poisto/korjau;Yläraajan kroonisen haavan poisto/korjau;Yläraajan kroonisen haavan poisto ja korjaus;QCG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Operation for chronic ulcer or fistula of skin of upper limb;Operation för kroniskt sår, övre extremiteten;;QCSG20;;QCG;Q;Q;QC;QC;;;;F;C;;T
QCG30;Yläraajan leikkaushaavan myöhäissulku;Yläraajan leikkaushaavan myöhäissulku;Yläraajan leikkaushaavan myöhäissulku;QCG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Delayed skin closure of surgical wound in upper limb;Sekundärsutur av oiperationssår, övre extremiteten;;QCSG30;;QCG;Q;Q;QC;QC;;;;F;C;;T
QCG99;Muu yläraajan erittävän haava/avanneleik;Muu yläraajan erittävän haava/avanneleik;Muu yläraajan kroonisen haavan tai avanteen leikkaus;QCG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for chronic ulcer or fistula of skin;Annan operation för kroniskt sår eller fistel, övre extremiteten;;QCSG99;;QCG;Q;Q;QC;QC;;;;F;C;;T
QCH;Sormen kynsien toimenpiteet;Sormen kynsien toimenpiteet;Sormen kynsien toimenpiteet;QC;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations on finger nails;Operationer på fingernaglarna;;QCSH;;QCH;Q;Q;QC;QC;;;;F;A;;T
QCH00;Sormen kynnen poisto;Sormen kynnen poisto;Sormen kynnen poisto;QCH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Avulsion of finger nail;Avlägsnande av fingernagel;;QCSH00;;QCH;Q;Q;QC;QC;;;;F;C;;T
QCH01;Sormen kynsialustan korjaus;Sormen kynsialustan korjaus;Sormen kynsialustan korjaus;QCH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of nail bed in finger;Revision av fingernagelbädd;;QCSH01;;QCH;Q;Q;QC;QC;;;;F;C;;T
QCH05;Sormen kynnen epämuotoisuuden korjaus;Sormen kynnen epämuotoisuuden korjaus;Sormen kynnen epämuotoisuuden korjaus;QCH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Correction of deformity of finger nail;Revision av fingernageldeformitet;;QCSH05;;QCH;Q;Q;QC;QC;;;;F;C;;T
QCH10;Sormen kynnen siirto, mikrokirurginen;Sormen kynnen siirto, mikrokirurginen;Sormen kynnen siirto, mikrokirurginen;QCH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Transplantation of nail to finger;Mikrokirurgisk transplantation av fingernagel;;QCSH30;;QCH;Q;Q;QC;QC;;;;F;C;;T
QCH40;Sormen kynnen puhkaisu;Sormen kynnen puhkaisu;Sormen kynnen puhkaisu;QCH;3;1.1.2012;31.12.2030;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Trephining of finger nail;Punktion av fingernagel;;;;QCH;;Q;;QC;;;;F;C;;T
QCJ;Esteettiset yläraajojen toimenpiteet;Esteettiset yläraajojen toimenpiteet;Esteettisistä syistä tehtävät yläraajojen toimenpiteet;QC;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;;Operationer av estetiska skäl, övre extremiteten;;QCSJ;;QCJ;Q;Q;QC;QC;;;;F;A;;T
QCJ00;Yläraajan rasvaimu;Yläraajan rasvaimu;Yläraajan rasvaimu;QCJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Liposuction in upper limb;Fettsugning, övre extremiteten;;QCSJ00;;QCJ;Q;Q;QC;QC;;;;F;C;;T
QCJ05;Yläraajan löysän ihon poisto;Yläraajan löysän ihon poisto;Yläraajan löysän ihon poisto ulkonäön vuoksi;QCJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Correction of loose or redundant skin of upper limb;Resektion av hudöverskott, övre extremiteten;;QCSJ05;;QCJ;Q;Q;QC;QC;;;;F;C;;T
QCJ99;Muu esteettinen yläraajan ihon leikkaus;Muu esteettinen yläraajan ihon leikkaus;Muu esteettisistä syistä tehtävä yläraajan ihon leikkaus;QCJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other aesthetic operations on skin of upper limb;Annan estetiskt betingad operation på övre extremitetens hud/underhudsvävnader;;QCSJ99;;QCJ;Q;Q;QC;QC;;;;F;C;;T
QCZ00;Botuliini-injektiot kämmenten liikahikoiluun;Botuliini-injektiot kämmenten liikahikoiluun;Botuliini-injektiot kämmenten liikahikoiluun;QX_3;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Botulin injections for hyperhidrosis of hands;Botulin-injektioner mot hyperhidros i händerna;;QCXB00;;QCZ;Q;Q;QC;QC;;;;F;C;;T
QC0;Yläraajan ihon sädehoito;Yläraajan ihon sädehoito;Yläraajan ihon sädehoito;QC;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Radiotherapy of skin of upper limb;Strålbehandling av övre extremiteten;;QCO;;QC0;Q;Q;QC;QC;;;;F;A;;T
QC001;Yläraajojen ihon paikallinen sädehoito;Yläraajojen ihon paikallinen sädehoito;Yläraajojen ihon paikallinen sädehoito;QC0;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Local radiotherapy of upper limb;Lokal strålbehandling av hud på övre extremiteten;;QCO001;;QC0;Q;Q;QC;QC;;;;F;C;;T
QD;Alaraajojen iho ja ihonalaiskudos;Alaraajojen iho ja ihonalaiskudos;Alaraajojen iho ja ihonalaiskudos;Q;1;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Skin and subcutaneous tissue of lower limb;Hud och subkutan vävnad på nedre extremiteten;;QD;;;Q;Q;QD;QD;;;;F;R;;T
QD_;Alaraajan ihon dermatologiset tpt;Alaraajan ihon dermatologiset tpt;Alaraajan ihon dermatologiset toimenpiteet;QD;2;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;F;Lower limb dermatologic interventions;Nedre extemitet dermatologiska åtgärder;;QDX;;QD_;Q;Q;QD;QD;;;;F;C;;T
QDA;Alaraajojaihon biopsiat/aukaisut/ym;Alaraajojaihon biopsiat/aukaisut/ym;Alaraajojen ihon koepalan otot, aukaisut ja paikalliset käsittelyt;QD;2;1.1.1996;31.12.2030;29.11.2010;Lehtonen, Jari;1;;;;;;;;F;Incision or local destruction of lesion of skin of lower limb;Incision, biopsi och destruktion vid hudförändring, nedre extremiteten;;QDSA;;QDA;Q;Q;QD;QD;;;;F;A;;T
QDA00;Alaraajan ihon pisto;Alaraajan ihon pisto;Alaraajan ihon pisto;QDA;3;1.1.1996;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;TQD05;T;Puncture of skin of lower limb;Punktion, nedre extremiteten;;QDSA00;;QDA;Q;Q;QD;QD;;;;F;C;;T
QDA10;Alaraajan ihon aukaisu ja kanavointi;Alaraajan ihon aukaisu ja kanavointi;Alaraajan ihon aukaisu ja kanavointi;QDA;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Incision of skin of lower limb;Incision/dränage, nedre extremiteten;;QDSA10;;QDA;Q;Q;QD;QD;;;;F;C;;T
QDA25;Alaraajan ihomuutoksen paikallinen käsittely;Alaraajan ihomuutoksen paikallinen käsittely;Alaraajan ihomuutoksen paikallinen käsittely;QDA;3;1.1.2011;31.12.2030;23.11.2010;Lehtonen, Jari;1;Käsittelyn laatu lisäkoodilla ZXC-luvusta;;;;;;;T;Destruction of lesion of skin of lower limb;Destruktion av hudförändring, nedre extremiteten;;;;QDA;;Q;;QD;;;;F;C;;T
QDA30;Alaraajan ihomuutoksen elektrokoagulaati;Alaraajan ihomuutoksen elektrokoagulaati;Alaraajan ihomuutoksen elektrokoagulaatio;QDA;3;1.1.1996;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QDA25;T;Electrocoagulation of skin of lower limb;Elektrokoagulation av hudförändring, nedre extremiteten;;QDSA30;;QDA;Q;Q;QD;QD;;;;F;C;;T
QDA40;Alaraajaihon laser/fotokoagulaatio;Alaraajaihon laser/fotokoagulaatio;Alaraajan ihomuutoksen laserkäsittely tai fotokoagulaatio;QDA;3;1.1.1996;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QDA25;T;Laser therapy or photocoagulation of skin of lower limb;Laserbehandling eller fotokoagulation av hudförändring, nedre extremiteten;;QDSA40;;QDA;Q;Q;QD;QD;;;;F;C;;T
QDA50;Alaraajan ihomuutoksen jäädytyshoito;Alaraajan ihomuutoksen jäädytyshoito;Alaraajan ihomuutoksen jäädytyshoito;QDA;3;1.1.1996;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QDA25;T;Cryotherapy of skin of lower limb;Kryoterapi av hudförändring, nedre extremiteten;;QDSA50;;QDA;Q;Q;QD;QD;;;;F;C;;T
QDA60;Alaraajan ihon pinnan kemiallinen käsittely;Alaraajan ihon pinnan kemiallinen käsittely;Alaraajan ihon pinnan kemiallinen käsittely;QDA;3;1.1.2010;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QDA25;T;Chemical treatment of skin of lower limb;Kemisk behandling av hud, ospecificerad region;;;;QDA;;Q;;QD;;;;F;C;;T
QDA99;Muu alaraajan ihon aukaisu tai biopsia;Muu alaraajan ihon aukaisu tai biopsia;Muu alaraajan ihon aukaisu tai koepalan otto;QDA;3;1.1.1996;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;QDA25;T;Other local destruction of skin of lower limb;Annan punktion, incision, biopsi eller destruktion vid hudförändring, nedre extremiteten;;QDSA99;;QDA;Q;Q;QD;QD;;;;F;C;;T
QDB;Alaraajojen haavojen ompelut/sidevaihdot;Alaraajojen haavojen ompelut/sidevaihdot;Alaraajojen haavojen ompelut ja siteenvaihdot;QD;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Procedures for wounds of skin of lower limb;Sårbehandling, nedre extremiteten;;QDSB;;QDB;Q;Q;QD;QD;;;;F;A;;T
QDB00;Alaraajan ihohaavan ompelu;Alaraajan ihohaavan ompelu;Alaraajan ihohaavan ompelu;QDB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Suture of skin of lower limb;Hudsutur, nedre extremiteten;;QDSB00;;QDB;Q;Q;QD;QD;;;;F;C;;T
QDB05;Alaraajan syvän ihohaavan puhdistus+sulk;Alaraajan syvän ihohaavan puhdistus+sulk;Alaraajan syvän haavan revisio ja mahdollinen sulku;QDB;3;1.1.1997;31.12.2030;6.2.2009;Stakes, Admin;1;;;;;;;;T;Revision of wound of skin of lower limb;Revision och sutur av djupt sår på nedre extremiteten;;QDSB05;;QDB;Q;Q;QD;QD;;;;F;C;;T
QDB10;Alaraajan ihohaavan tarkistus/sidevaihto;Alaraajan ihohaavan tarkistus/sidevaihto;Alaraajan ihohaavan tarkistus ja siteenvaihto;QDB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Major dressing of wound of skin of lower limb;Inspektion/förbandsbyte vid sår på nedre extremiteten;;QDSB10;;QDB;Q;Q;QD;QD;;;;F;C;;T
QDB99;Muu alaraajaihohaavan ompelu/sidevaihto;Muu alaraajaihohaavan ompelu/sidevaihto;Muu alaraajan ihon haavan ompelu tai siteenvaihto;QDB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other procedure for wound of skin of lower limb;Annan sårbehandling, nedre extremiteten;;QDSB99;;QDB;Q;Q;QD;QD;;;;F;C;;T
QDC;Alaraajojen ihon vierasesineiden poistot;Alaraajojen ihon vierasesineiden poistot;Alaraajojen ihon vierasesineiden poistot;QD;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Removal of foreign body from skin of lower limb;Avlägsnande av kutana/subkutana främmande kroppar, nedre extremiteten;;QDSC;;QDC;Q;Q;QD;QD;;;;F;A;;T
QDC00;Alaraajan ihon vierasesineen poisto;Alaraajan ihon vierasesineen poisto;Alaraajan ihon vierasesineen poisto;QDC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of foreign body from skin or subcutaneous tissue of lower limb;Avlägsnande av kutan/subkutan främmande kropp, nedre extremiteten;;QDSC00;;QDC;Q;Q;QD;QD;;;;F;C;;T
QDD;Alaraajojen palovammaleikk/sidevaihdot;Alaraajojen palovammaleikk/sidevaihdot;Alaraajojen palovammaleikkaukset ja siteenvaihdot;QD;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Procedures for burns of lower limb;Behandling av brännskador, nedre extremiteten;;QDSD;;QDD;Q;Q;QD;QD;;;;F;A;;T
QDD00;Alaraajan palovamman siteiden vaihto;Alaraajan palovamman siteiden vaihto;Alaraajan palovamman siteiden vaihto;QDD;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Dressing of major burn of lower limb;Omläggning vid brännskada, nedre extremiteten;;QDSD00;;QDD;Q;Q;QD;QD;;;;F;C;;T
QDD10;Alaraajan palovamman débridement;Alaraajan palovamman débridement;Alaraajan palovamman puhdistusleikkaus, débridement;QDD;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Debridement of burn of lower limb;Revision av brännskada, nedre extremiteten, débridement;;QDSD10;;QDD;Q;Q;QD;QD;;;;F;C;;T
QDD20;Alaraajan palovammaeksisio+omaihosiirto;Alaraajan palovammaeksisio+omaihosiirto;Alaraajan palovamman poistoleikkaus ja peittäminen;QDD;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of burn of lower limb and coverage;Excision och täckning av brännskada, nedre extremiteten;;QDSD20;;QDD;Q;Q;QD;QD;;;;F;C;;T
QDE;Alaraajaiho/subkut muutosten poisto/korj;Alaraajaiho/subkut muutosten poisto/korj;Alaraajojen ihon ja ihonalaiskudoksen paikallisten muutosten poistot ja korjaavat leikkaukset;QD;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Excision and repair of lesion of skin of lower limb;Excision och rekonstruktion vid kutana/subkutana förändringar, nedre extremiteten;;QDSE;;QDE;Q;Q;QD;QD;;;;F;A;;T
QDE00;Alaraajan ihopoimun tai ylim ihon poisto;Alaraajan ihopoimun tai ylim ihon poisto;Alaraajan ihopoimun tai ylimääräisen ihon poisto;QDE;3;1.1.2005;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of loose skin or fold of skin from lower limb;Excision av hudveck eller överflödig hud, nedre extremiteten;;QDSE00;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE10;Alaraajan iho/subcutis muutos poisto;Alaraajan iho/subcutis muutos poisto;Alaraajan ihon tai ihonalaiskudoksen paikallisen muutoksen poisto koko ihon paksuudelta;QDE;3;1.1.2005;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of other lesion extending through all layers of skin in lower limb;Excision av kutan/subkutan förändring från all skikter av hud, nedre extremiteten;;QDSE10;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE15;Alaraajan ihon pintakerr muut poisto;Alaraajan ihon pintakerr muut poisto;Alaraajan ihon pintakerroksen paikallisen muutoksen poisto;QDE;3;1.1.2005;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of other superficial lesion of skin in lower limb;Excision av ytlig hudförändring, nedre extremiteten;;QDSE15;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE20;Alaraajan arven/kurouman poisto/korjaus;Alaraajan arven/kurouman poisto/korjaus;Alaraajan ihon arven tai kurouman poisto ja korjaus;QDE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of scar or web of skin of lower limb;Excision av ärr eller hudkontraktur, nedre extremiteten;;QDSE20;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE25;Alaraajan palovamma-arven poisto/korjaus;Alaraajan palovamma-arven poisto/korjaus;Alaraajan palovamma-arven poisto ja korjaus;QDE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of scar of lower limb caused by burn;Excision/revision av ärr efter brännskada, nedre extremiteten;;QDSE25;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE30;Alaraajan leikkausarven poisto/korjaus;Alaraajan leikkausarven poisto/korjaus;Alaraajan leikkausarven poisto ja korjaus;QDE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of surgical scar in lower limb;Excision/revision av operationsärr, nedre extremiteten;;QDSE30;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE35;Alaraajaihon leikk/vammapuutoskorjaus;Alaraajaihon leikk/vammapuutoskorjaus;Alaraajan leikkauksen tai vamman jälkeisen ihopuutoksen korjaus;QDE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Repair of skin defect in lower limb after surgery or injury;Rekonstruktion av huddefekt efter skada eller operation, nedre extremiteten;;QDSE35;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE40;Alaraajaihon epämuod/sair vauriokorjaus;Alaraajaihon epämuod/sair vauriokorjaus;Alaraajan ihon epämuodostuman tai sairauden aiheuttaman vaurion korjaus;QDE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Repair of anomaly or lesion after disease of skin of lower limb;Rekonstruktion vid missbildning eller hudsjukdom, nedre extremiteten;;QDSE40;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE50;Alaraajan pinnallisen ihomuutoksen hiomi;Alaraajan pinnallisen ihomuutoksen hiomi;Alaraajan pinnallisen ihomuutoksen hiominen;QDA;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Dermabrasion of superficial lesion of skin of upper limb;Dermabrasion av ytlig hudfändring, nedre etremiteten;;QDSA20;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDE99;Muu alaraajaihon paik muutospoisto/korja;Muu alaraajaihon paik muutospoisto/korja;Muu alaraajan ihon ja ihonalaiskudoksen poisto tai korjaava leikkaus;QDE;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other excision or repair of lesion of skin of lower limb;Annan kutan / subkutan excision eller rekonstruktion, nedre extremiteten;;QDSE99;;QDE;Q;Q;QD;QD;;;;F;C;;T
QDG;Alaraajojen kroon haav/avanneleikkaukset;Alaraajojen kroon haav/avanneleikkaukset;Alaraajojen kroonisten haavojen ja avanteiden leikkaukset;QD;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for chronic ulcers and fistulae of skin of lower limb;Operationer för kroniska sår och fistlar, nedre extremiteten;;QDSG;;QDG;Q;Q;QD;QD;;;;F;A;;T
QDG00;Alaraajan painehaavan débridement;Alaraajan painehaavan débridement;Alaraajan painehaavan puhdistusleikkaus, débridement;QDG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Debridement of bedsore of lower limb;Revision av liggsår, nedre extremiteten, débridement;;QDSG00;;QDG;Q;Q;QD;QD;;;;F;C;;T
QDG10;Alaraajan painehaavan poisto ja korjaus;Alaraajan painehaavan poisto ja korjaus;Alaraajan painehaavan poisto ja korjaus;QDG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of bedsore of lower limb;Excision med rekonstruktion vid liggsår, nedre extremiteten;;QDSG10;;QDG;Q;Q;QD;QD;;;;F;C;;T
QDG20;Alaraajan kroonisen haavan;Alaraajan kroonisen haavan;Alaraajan kroonisen haavan leikkaus;QDG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Operation for chronic ulcer or fistula of skin of lower limb;Operation för kroniskt sår, nedre extremiteten;;QDSG20;;QDG;Q;Q;QD;QD;;;;F;C;;T
QDG30;Alaraajan leikkaushaavan myöhäissulku;Alaraajan leikkaushaavan myöhäissulku;Alaraajan ihon leikkaushaavan suunniteltu myöhäissulku;QDG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Delayed skin closure of surgical wound in lower limb;Planerad sekundärsutur av operationssår i hud av nedre extremiteten;;QDSG30;;QDG;Q;Q;QD;QD;;;;F;C;;T
QDG99;Muu alaraajan kroon haava/avanneleikkaus;Muu alaraajan kroon haava/avanneleikkaus;Muu alaraajan kroonisen haavan tai avanteen leikkaus;QDG;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for chronic ulcer or fistula of skin of lower limb;Annan operation för kroniskt sår eller fistel, nedre extremiteten;;QDSG99;;QDG;Q;Q;QD;QD;;;;F;C;;T
QDH;Varpaan kynsien toimenpiteet;Varpaan kynsien toimenpiteet;Varpaan kynsien toimenpiteet;QD;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations on toe nails;Operationer på tånaglarna;;QDSH;;QDH;Q;Q;QD;QD;;;;F;A;;T
QDH00;Varpaan kynnen poisto;Varpaan kynnen poisto;Varpaan kynnen poisto;QDH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Avulsion of toe nail;Extraktion av tånagel;;QDSH00;;QDH;Q;Q;QD;QD;;;;F;C;;T
QDH01;Varpaan kynsialustan korjaus;Varpaan kynsialustan korjaus;Varpaan kynsialustan korjaus;QDH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of nail bed in toe;Revision av tånagelbädd;;QDSH01;;QDH;Q;Q;QD;QD;;;;F;C;;T
