code;text
PDSU84;Insertion of stent into bypass from infrarenal abdominal aorta or iliac artery
PDSU85;Removal of stent from bypass from infrarenal abdominal aorta or iliac artery
PDSU86;Endoscopic operation on bypass from infrarenal abdominal aorta or iliac artery
PDSU87;Injection of therapeutic agent into bypass from infrarenal abdominal aorta or iliac artery
PDSU88;Excision of bypass from infrarenal abdominal aorta or iliac artery
PDSU99;Other repair after previous reconstruction of infrarenal abdominal aorta and iliac arteries and distal
PDSW20;Percutaneous transluminal fenestreriion of infrarenal aorta
PDSW99;Other operation on infrarenal abdominal aorta and iliac arteries and distal connections
PDXA00;Embolisation of gynecological lesion
PDXT1A;PTA of aorta
PDXT1Y;Implantaion of endoprothesis to aorta in conjunction to PTA
PDXT3A;Pelvic artery PTA
PDXT4S;Thrombolysis of pelvic and lower extremity arteries with radiological guidance
PDXT5Y;Implantation of aortaprothesis for aortic aneurysm
PESA10;Exploration of femoral artery
PESA11;Exploration of deep femoral artery
PESA12;Exploration of superficial femoral artery
PESC10;Suture of femoral artery
PESC11;Suture of deep femoral artery
PESC12;Suture of superficial femoral artery
PESE10;Thrombectomy or embolectomy of femoral artery
PESE11;Thrombectomy or embolectomy of deep femoral artery
PESE12;Thrombectomy or embolectomy of superficial femoral artery
PESF10;Thrombendarterectomy of femoral artery
PESF11;Thrombendarterectomy of deep femoral artery
PESF12;Thrombendarterectomy of superficial femoral artery
PESG10;Operation for aneurysm of femoral artery
PESG11;Operation for aneurysm of deep femoral artery
PESG12;Operation for aneurysm of superficial femoral artery
PESH11;Bypass from deep femoral artery
PESH12;Bypass from superficial femoral artery
PESH20;Bypass from femoral to popliteal artery above knee
PESH30;Bypass from femoral artery to popliteal artery below knee
PESH99;Other bypass from femoral artery
PESL10;Construction of arteriovenous fistula from femoral artery
PESM10;Closure of arteriovenous fistula of femoral artery
PESN10;Plastic repair of femoral artery
PESN11;Plastic repair of deep femoral artery
PESN12;Plastic repair of superficial femoral artery
PESP10;Percutaneous plastic repair of femoral artery
PESP11;Percutaneous plastic repair of deep femoral artery
PESP12;Percutaneous plastic repair of superficial femoral artery
PESQ10;Insertion of stent into femoral artery
PESQ11;Insertion of stent into deep femoral artery
PESQ12;Insertion of stent into superficial femoral artery
PESQ99;Other insertion of endovascular graft into femoral artery or its branches
PESR10;Removal of stent from femoral artery
PESR11;Removal of stent from deep femoral artery
PESR12;Removal of stent from superficial femoral artery
PESS10;Endoscopic operation on femoral artery
PESS11;Endoscopic operation on deep femoral artery
PESS12;Endoscopic operation on superficial femoral artery
PEST10;Injection of therapeutic agent into or percutaneous occlusion of femoral artery
PEST11;Injection of therapeutic agent into or percutaneous occlusion of deep femoral artery
PEST12;Injection of therapeutic agent into or percutaneous occlusion of superficial femoral artery
PEST20;Injection of therapeutic or sclerosing agent into bypass from femoral to popliteal artery above knee
PESU60;Thrombectomy of arterio-venous fistel from femoral artery
PESU62;Plastic repair of arterio-venous fistel from femoral artery
PESU64;Percutaneous plastic repair of arterio-venous fistel of femoral artery
PESU70;Exploration of previous reconstruction of femoral artery with branches or connection to popliteal artery
PESU74;Thrombectomy or embolectomy of bypass from femoral to popliteal artery
PESU76;Operation for aneurysm of bypass from femoral to popliteal artery
PESU80;Percutaneous closure of persisting arteriovenous fistula of bypass from femoral or popliteal artery to popliteal artery
PESU81;Closure of persisting arteriovenous fistula of bypass from femoral to popliteal artery
PESU82;Plastic repair of bypass from femoral to popliteal artery
PESU83;Percutaneous plastic repair of bypass from femoral to popliteal artery
PESU84;Insertion of stent into bypass from femoral to popliteal artery
PESU85;Removal of stent from bypass from femoral to popliteal artery
PESU86;Endoscopic operation on bypass from femoral to popliteal artery
PESU87;Injection of therapeutic agent into bypass from femoral to popliteal artery
PESU88;Excision of bypass from femoral to popliteal artery
PESU89;Ligature of bypass from femoral to popliteal artery
PESU99;Other repair after previous reconstruction of femoral artery with branches and connection to popliteal
PESW99;Other operation on femoral artery with branches and connection to popliteal artery
PEXG00;Compression to occlude pseudoaneurism of femoral artery
PEXT1A;Femoral artery PTA
PFSA10;Exploration of popliteal artery
PFSA30;Exploration of artery of lower leg or foot
PFSB10;Ligature of popliteal artery
PFSB30;Ligature of artery of lower leg or foot
PFSC10;Suture of popliteal artery
PFSE10;Thrombectomy or embolectomy of popliteal artery
PFSE30;Thrombectomy or embolectomy of artery of lower leg or foot
PFSG10;Operation for aneurysm of popliteal artery
PFSH10;Bypass from popliteal artery
PFSH20;Bypass from femoral or popliteal artery to artery of lower leg
PFSH21;Bypass from femoral or popliteal artery to proximal anterior tibial artery
PFSH22;Bypass from femoral or popliteal artery to distal anterior tibial artery
PFSH23;Bypass from femoral or popliteal artery to tibioperoneal trunk
PFSH24;Bypass from femoral or popliteal artery to proximal posterior tibial artery
PFSH25;Bypass from femoral or popliteal artery to distal posterior tibial artery
PFSH26;Bypass from femoral or popliteal artery to proximal peroneal artery
PFSH27;Bypass from femoral or popliteal artery to distal peroneal artery
PFSH28;Bypass from femoral or popliteal artery to dorsal artery of foot
PFSH29;Bypass from femoral or popliteal artery to posterior tibial artery in foot
PFSH99;Other bypass from femoral or popliteal artery to artery of lower leg or foot
PFSL90;Construction of arteriovenous fistula in lower leg or foot
PFSL95;Modification of distal bypass anastomosis in lower leg or foot to enhance flow
PFSN10;Plastic repair of popliteal artery
PFSP10;Percutaneous plastic repair of popliteal artery
PFSP30;Percutaneous plastic repair of artery of lower leg
PFSQ10;Insertion of stent into popliteal artery
PFSQ30;Insertion of stent into artery of lower leg
PFSR10;Removal of stent from popliteal artery
PFSR30;Removal of stent from artery of lower leg
PFSS10;Endoscopic operation on popliteal artery
PFST10;Injection of therapeutic agent into or percutaneous occlusion of popliteal artery
PFST30;Injection of therapeutic agent into or percutaneous occlusion of artery of lower leg
PFST87;Injection of therapeutic or sclerosing agent into femoral or popliteal artery
PFSU70;Exploration of previous bypass from femoral or popliteal artery to infrapopliteal arteries or reconstruction of
PFSU74;Thrombectomy or embolectomy of bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU76;Operation for aneurysm of bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU80;Percutaneous closure of persisting arteriovenous fistula of bypass from femoral or popliteal artery to infrapopliteal artery
PFSU81;Closure of persisting arteriovenous fistula of bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU82;Plastic repair of bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU83;Percutaneous plastic repair of bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU84;Insertion of stent into bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU85;Removal of stent from bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU86;Endoscopic operation on bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU87;Injection of therapeutic agent into bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU88;Excision of bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU89;Ligature of bypass from femoral or popliteal artery to infrapopliteal arteries
PFSU96;Re-bypass from femoral or popliteal artery to lower leg of foot
PFSU99;Other repair after previous bypass from femoral or popliteal artery to infrapopliteal arteries or reconstruction of popliteal artery and arteries of l
PFSW99;Other connection from femoral artery to infrapopliteal arteries or operations on popliteal artery and arteries
PFX11M;Measurement of periferal venous pressure
PFXG00;Compression to occlude pseudoaneurism of popliteal artery
PFXT1A;PTA of arteries of knee, lower leg and ankle
PGSH10;Bypass from axillary to contralateral axillary artery
PGSH20;Bypass from axillary to iliac artery
PGSH21;Bypass from axillary to bilateral iliac arteries
PGSH22;Bypass from axillary to femoral artery
PGSH23;Bypass from axillary to bilateral femoral arteries
PGSH30;Bypass from iliac to contralateral femoral artery
PGSH31;Bypass from iliac to femoral artery through obturator foramen
PGSH40;Bypass from femoral to contralateral femoral artery
PGSH99;Other extra-anatomic bypass
PGSU70;Exploration of extra-anatomic bypass
PGSU74;Thrombectomy or embolectomy of extra-anatomic bypass
PGSU76;Operation for aneurysm of extra-anatomic bypass
PGSU83;Percutaneous plastic repair of extra-anatomic bypass
PGSU84;Insertion of stent into extra-anatomic bypass
PGSU85;Removal of stent from extra-anatomic bypass
PGSU86;Endoscopic operation on extra-anatomic bypass
PGSU87;Injection of therapeutic agent into extra-anatomic bypass
PGSU88;Excision of extra-anatomic bypass
PGSU89;Ligature of extra-anatomic bypass
PGSU93;Injection of therapeutic or sclerosing agent into extra-anatomic bypass
PGSU96;Extra-anatomic re-bypass
PGSU99;Other repair of extra-anatomic bypass
PGSX99;Other extra-anatomic bypass operation
PGXA00;PTA of artery or arteries not elsewhere classified
PGXA05;PTA with stent not elsewhere classified
PGXA10;PTA of arterio-venous shunt for dialysis
PGXB00;Endovascular arterial thrombolysis with radiological guidance not elsewher classified
PGXB05;Percutaneous aspiration throbectomy
PGXB10;Endovascular thrombolysis of arterio-venous shunt for dialysis with radiological guidance
PGXG00;Endovascular embolisation or occlusion of aftery not elsewhere classified
PGXH00;Intra-atrial loca vasoconstrictive treatment
PGXX00;Removal of foreign body from blood vessel with radiological guidance
PHDB00;Localisation of central venous catheter
PHDB3L;Localisation of catheter in portal vein
PHDC1A;Flebography of upper extremity with X-ray
PHDC2A;Flebography of lower extremity with X-ray
PHDC30;Flebography of orbita
PHDC3A;Flebography of internal organs with X-ray
PHDC3E;Flebography of liver with X-ray
PHDC3H;Flebography of kidney with X-ray
PHDC4A;Flebography head and neck area
PHDC5A;Flebography of spermatic vein
PHDC7A;Lumbal cavography with X-ray
PHDC8A;Cavernosography with X-ray
PHDC8B;Cavernosometry using X-ray
PHDC99;Other flebography
PHDD1A;CT of upper extremity and neck veins and superior vena cava
PHDD2A;CT of inferior vena cava, pelvic veins and veins of lower extremity
PHDD3A;CT of portal vein and branches
PHDE00;Ultrasound examination of vena cava
PHDE1A;Ultrasound examination of upper extremity veins
PHDE2A;Ultrasound examination of lower leg veins
PHDE2D;Ultrasound examination of bloodflow in veins of lower extremity with Doppler method
PHDE99;Ultrasound examination of other veins (with Doppler method)
PHFC00;Venous occlusion plethysmography
PHIA00;Vene isotope imaging
PHIA20;Venous thrombosis isotope imaging
PHSB10;Ligature of long saphenous vein
PHSB11;Ligature of veins of saphenofemoral junction
PHSB12;Ligature of short saphenous vein
PHSB13;Ligature of perforating veins of lower leg
PHSB14;Ligature of perforating veins of thigh
PHSB15;Endoscopic ligature of perforating veins of lower leg
PHSB16;Endoscopic ligature of perforating veins of thigh
PHSB23;Ligature of iliac vein
PHSB30;Ligature of inferior vena cava
PHSB31;Ligature of renal vein
PHSB32;Ligature of mesenteric or portal vein
PHSB99;Ligature of other vein
PHSC22;Suture of femoral vein
PHSC23;Suture of iliac vein
PHSC30;Suture of inferior vena cava
PHSC31;Suture of renal vein
PHSC32;Suture of mesenteric or portal vein
PHSC99;Suture of other vein
PHSD10;Resection of long saphenous vein
PHSD11;Resection of veins of saphenofemoral junction
PHSD12;Resection of short saphenous vein
PHSD15;Resection of communicating veins of lower leg and thigh
PHSD30;Resection of inferior vena cava
PHSD32;Resection of superior mesenteric or portal vein
PHSD99;Resection of other vein
PHSE22;Thrombectomy of femoral vein
PHSE23;Thrombectomy of iliac vein
PHSE25;Thrombectomy of femoral or iliac vein with construction of arteriovenous fistel
PHSE30;Thrombectomy of inferior vena cava
PHSE31;Thrombectomy of renal vein
PHSE99;Thrombectomy of other vein
PHSH21;Bypass from popliteal vein
PHSH22;Bypass from femoral vein
PHSH25;Bypass from iliac vein
PHSH30;Bypass from inferior vena cava
PHSH99;Bypass from other vein
PHSJ22;Transposition of femoral vein
PHSJ97;Superficialisation of vene after contstruction of arteriovenous fistel in upper limb
PHSJ98;Superficialisation of vene after contstruction of arteriovenous fistel in lower limb
PHSJ99;Transposition of other vein
PHSN21;Plastic repair of popliteal vein
PHSN30;Plastic repair of inferior vena cava
PHSN32;Plastic repair of superior mesenteric or portal vein
PHSN99;Plastic repair of other vein
PHSP21;Percutaneous plastic repair of popliteal vein
PHSP22;Percutaneous plastic repair of femoral vein
PHSP23;Percutaneous plastic repair of iliac vein
PHSP30;Percutaneous plastic repair of inferior vena cava
PHSP41;Percutaneous plastic repair of axillari or brachial vein
PHSP42;Percutaneous plastic repair of subclavian or brachiocephalic vein
PHSP99;Percutaneous plastic repair of other vein
PHSQ21;Insertion of stent into popliteal vein
PHSQ22;Insertion of stent into femoral vein
PHSQ23;Insertion of stent into iliac vein
PHSQ30;Insertion of stent into inferior vena cava
PHSQ35;Insertion of stent into bypass from splanchnic to systemic vein
PHSQ40;Endovascular insertion of stent to veins of upper extremity or to superior vena cava
PHSQ99;Insertion of stent into other vein
PHSR23;Removal of stent from iliac vein
PHSR30;Removal of stent from inferior vena cava
PHSR99;Removal of stent from other vein
PHSS13;Endoscopic interruption of perforating vein of lower leg
PHSS14;Endoscopic interruption of perforating vein of thigh
PHSS99;Other endoscopic operation on vein
PHST10;Injection of therapeutic agent into or percutaneous occlusion of long saphenous vein
PHST11;Injection of therapeutic agent into or percutaneous occlusion of veins of saphenofemoral junction
PHST12;Injection of therapeutic agent into or percutaneous occlusion of short saphenous vein
PHST15;Injection of therapeutic agent into or percutaneous occlusion of communicating veins of lower leg or thigh
PHST23;Injection of therapeutic agent into or percutaneous occlusion of iliac vein
PHST31;Injection of therapeutic agent into or percutaneous occlusion of renal vein
PHST32;Injection of therapeutic agent into or percutaneous occlusion of portal vein
PHST99;Injection of therapeutic agent into or percutaneous occlusion of other vein
PHSW02;Percutaneous transluminal removal of foreign body from inferior vena cava
PHSW20;Insertion of filter to inferior vena cava
PHSW30;Portosystemic shunt or bypass
PHSW32;Transjugular intrahepatic portocaval shunt (TIPS)
PHSW34;Percutaneous transluminal plastic repair of intrahepatic portocaval shunt
PHSW36;Percutaneous transluminal embolisation of intrahepatic portocaval shunt
PHSW38;Percutaneous trombektomy of intrahepatic portocaval shunt
PHSW99;Other operation on vein
PHXA00;Venous puncture
PHXA02;Phlebotomy
PHXA10;Open cannulation of peripheral vein
PHXA20;Implantation of vascular injection port
PHXA30;Insertion of central venous catheter through external or internal jugular vein
PHXA32;Insertion of central venous catheter through subclavian or brachiocephalic vein
PHXA34;Insertion of central venous catheter through femoral vein
PHXA36;Insertion of umbilical vein catheter
PHXA39;Insertion of central venous catheter through periferal vein
PHXA40;Insertion of catheter from portal vein to liver vein (TIPS)
PHXA50;Implantation or exchange of double lumen dialysis catheter
PHXA52;Exchange of venous dialysis catheter
PHXA99;Catheterisation of vein unspecified
PHXB20;Removal of intrvascular catheter with implanted port
PHXB30;Removal of fixed intravenous catheter
PHXC00;Percutaneous catheterisation of renal vein
PHXC02;Percutaneous catheterisation of adrenal vein
PHXC04;Percutaneous catheterisation of liver vein
PHXD00;Endovascular expansion of vein of head and neck
PHXD10;Endovascular expansion of superior vena cava and of arteries of upper extremity
PHXD99;PTA of vein not elsewhere classified
PHXE00;Implantation of filter to superior vena cava and to venes of upper extremity
PHXE02;Insertion of filter to inferior vena cava
PHXE12;Removal of filter to inferior vena cava
PHXF02;Removal of thrombosis from veins of upper extremity of from upper vena cava
PHXF04;Removal of thrombosis from vein of lower extremity or pelvis or from vena cava inferior
PHXF24;Endovascular thrombolysis of pelvic and lower leg veins with radiological guidance
PHXF39;Endovascular thrombolysis of vein with radiological guidance not elsewhere classified
PHXF40;Intravenous thrombolysis with radiological guidance
PHXF50;Sclerotherapy of varicose veins
PHXG14;Endovascular embolisation of spermatic vein
PHXG16;Endovascular embolisation of ovarian vein
PHXG90;Percutaneous embolisation of vein graft
PJDC1A;Lymphography with X-ray
PJDE2A;Lymphnode ultrasound examination
PJFX90;Superficial lymphnodes clinical examination
PJIC00;Upper extremity lymphsystem isotope imaging
PJIC10;Thorax lymphsystem isotope imaging
PJIC30;Abdomen and pelvis lymphsystem isotope imaging
PJIC40;Lower extremity lymphsystem isotope imaging
PJIC90;Other lymphsystem isotope imaging
PJIC92;Lymphsystem SPECT
PJID00;Localisation of sentinell lymphnode with isotope imaging
PJO000;Profylactic radiotherapy of neck, clavicle and axilla
PJO001;Preoperative radiotherapy of neck, clavicle and axilla
PJO002;Radical radiotherapy of neck, clavicle and axilla
PJO003;Adjuvant radiotherapy of neck, clavicle and axilla
PJO004;Palliative radiotherapy of neck, clavicle and axilla
PJO020;Profylactic radiotherapy of mediastinal lymphnodes
PJO021;Preoperative radiotherapy of mediastinal lymphnodes
PJO022;Radical radiotherapy of mediastinal lymphnodes
PJO023;Adjuvant radiotherapy of mediastinal lymphnodes
PJO024;Palliative radiotherapy of mediastinal lymphnodes
PJO040;Profylactic radiotherapy of retroperitoneal and mesenterial lymphnodes
PJO041;Preoperative radiotherapy of retroperitoneal and mesenterial lymphnodes
PJO042;Radiotherapy of methastasis in lymphnodes of lower part of body with mantel field
PJO043;Adjuvant radiotherapy of retroperitoneal and mesenterial lymphnodes
PJO044;Palliative radiotherapy of retroperitoneal and mesenterial lymphnodes
PJO060;Profylactic radiotherapy of pelvic lymphnodes
PJO061;Preoperative radiotherapy of pelvic lymphnodes
PJO062;Radical radiotherapy of pelvic lymphnodes
PJO063;Adjuvant radiotherapy of pelvic lymphnodes
PJO064;Palliative radiotherapy of pelvic lymphnodes
PJO069;Radiotherapy of lymphnodes unspecified
PJSA10;Exploration of lymph nodes
PJSA12;Excision of marked sentinell lymph node
PJSB20;Ligature of thoracic duct
PJSB99;Ligature of other lymphatic vessel
PJSD41;Excision of cervical lymph nodes
PJSD42;Excision of axillary lymph nodes
PJSD43;Excision of aortic lymph nodes
PJSD44;Excision of iliac lymph nodes
PJSD45;Excision of inguinal lymph nodes
PJSD46;Excision of parasternal lymph nodes
PJSD51;Block dissection of cervical lymph nodes
PJSD52;Block dissection of axillary lymph nodes
PJSD53;Block dissection of aortic lymph nodes
PJSD54;Block dissection of iliac lymph nodes
PJSD55;Block dissection of inguinal lymph nodes
PJSD63;Laparoscopic dissection of aortic lymph nodes
PJSD64;Laparoscopic dissection of iliac lymph nodes
PJSD71;Extended sparing excision of cervical lymph nodes
PJSD81;Excision of lymph nodes from upper bart of neck
PJSD97;Laparoscopic dissection of other lymph nodes
PJSD98;Other block dissection of lymph nodes
PJSD99;Excision of other lymph nodes
PJSW10;Incision of lymph node
PJSW30;Lymphovenous shunt
PJSW91;Connection of lymph channels with microsurgery
PJSW99;Other operation on lymphatic system
PJXA00;Manual lymph drainage massage
PJXT4A;Labeling of sentilnell lymphnode
PJXX00;Biopsy of superficial lymph node
PJXX05;Needle biopsy of lymph node
PJXX06;Needle biopsy of lymph node for cytology
PJXX10;Puncture of lymphocele
PWSA00;Repair of wound dehiscence in surgery of peripheral vessels and lymphatic system
PWSB00;Reoperation for superficial infection in surgery of peripheral vessels and lymphatic system
PWSC00;Reoperation for deep infection in surgery of peripheral vessels and lymphatic system
PWSD00;Reoperation for superficial haemorrhage in surgery of peripheral vessels and lymphatic system
PWSE00;Reoperation for deep haemorrhage in surgery of peripheral vessels and lymphatic system
PWSF00;Reoperation for insufficiency of anastomosis or suture in surgery of peripheral vessels and lymphatic
PWSG00;Reoperation on peripheral vessels for thrombosis or embolism
PWSG02;Angioscopic reoperation for thrombosis or embolism in surgery of peripheral vessels and lymphatic system
PWSH00;Reoperation for lymphocele in surgery of peripheral vessels and lymphatic system
PWSH01;Laparoscopic reoperation for lymphocele in surgery of peripheral vessels and lymphatic system
PWSW99;Other reoperation on peripheral vessels or lymphatic system
PXDC5A;Contrast examination of injection gate to artery or vein with X-ray
PXDC9A;Arteriography with X-ray not elsewhere classified
PXDE1A;Ultrasound examination of artery not elsewher classified
PXDE1B;Endovascular ultrasonography
PXDE1D;Ultrasound examination of blood vessel with Doppler method not elsewher classified
PXDE1X;Other ultrasound examination of blood vessel not elsewhere classified
PXDE5D;Ultrasound examination of injection gate to artery or vein with Doppler method
PXDG1B;MRI examination of vasculature not elsewhere classified
PXFA00;Capillary flow estimation by microscopy
PXFA10;Measurement of Critical Opening Pressure, COP
PXFB00;Pulse vawe velocity analysis
PXFX04;Angioscopy
PXFX08;Intraoperative blood flow and pressure measurement
PXFX99;Other diagnostic examination of periferal vessel
PXIA00;Isotope angiography
PXIB00;Hemangiom isotope imaging
PXSA00;Extracorporal circulation of upper extremity using heart-lung assist device
PXSA10;Extracorporal circulation of liver using heart-lung assist device
PXSA20;Extracorporal circulation of lower extremity using heart-lung assist device
PXSA90;Extracorporal circulation of whole body using heart-lung assist device
PXSH10;Bypass from aortic arch to carotid artery
PXXA00;Arterial puncture
PXXA02;Insertion of arterial catheter
PXXB00;Intravascular hemostasis of bleeding from vascular transplant or prosthesis
PXXX00;Biopsy of artery or vein
PXXX02;Removal of arterial or venous catheter
PXXX22;Intravenous arterial thrombolysis
PXXX99;Other minor procedure on peripheral vessel or lymphatic system
QAO001;Local radiotherapy of skin of head and neck
QASA00;Puncture of skin of head or neck
QASA05;Incision for biopsy of skin of head or neck
QASA10;Incision of skin of head or neck
QASA20;Dermabrasio or shaving of lesion of skin of head or neck
QASA30;Electrocoagulation of skin of head or neck
QASA40;Laser therapy or photocoagulation of skin of head or neck
QASA50;Cryotherapy of skin of head or neck
QASA99;Other local destruction of skin of head or neck
QASB00;Suture of skin of head or neck
QASB05;Revision of wound of skin of head or neck
QASB10;Major dressing of wound of skin of head or neck
QASB99;Other procedure for wound of skin of head or neck
QASC00;Removal of foreign body from skin or subcutaneous tissue of head or neck
QASD00;Dressing of major burn of head or neck
QASD10;Debridement of burn of head or neck
QASD20;Excision and coverage of burn of head or neck
QASE00;Excision of loose skin or fold of skin from head and neck
QASE20;Excision and repair of scar or web of skin of head or neck
QASE25;Excision and repair of scar of head or neck caused by burn
QASE30;Excision and repair of surgical scar in head or neck
QASE35;Repair of skin defect in head or neck after surgery or injury
QASE40;Repair of anomaly or lesion after disease of skin of head or neck
QASE60;External extension of skin of head and neck
QASE80;Excision of other lesion extending through all layers of skin in head or neck
QASE82;Excision of other superficial lesion of skin from head and neck
QASE99;Other excision or repair of skin of head or neck
QASF00;Hair-bearing graft of skin to scalp
QASF10;Repair of eyebrow using hair-bearing graft of skin
QASF99;Other operation on hair-bearing skin of head or neck
QASG20;Operation for chronic ulcer or fistula of skin of head or neck
QASG30;Delayed skin closure of surgical wound in head or neck
QASG99;Other operation for chronic ulcer or fistula of skin of head or neck
QASJ00;Liposuction in head or neck
QASJ10;Browlift
QASJ15;Browlift using video-endoscope
QASJ20;Subperiosteal facelift
QASJ25;Facelift using video-endoscope
QASJ30;Other facelift
QASJ35;Other correction of loose or redundant skin of head or neck
QASJ99;Other aesthetic operations on skin of head or neck
QAXX99;Hand care
QBO001;Local radiotherapy of skin of trunk
QBSA00;Puncture of skin of trunk
QBSA10;Incision of skin of trunk
QBSA12;Insertion of subcutaneous drenage to abdomen
QBSA20;Dermabrasio or shaving of lesion of skin of trunk
QBSA30;Electrocoagulation of skin of trunk
QBSA40;Laser therapy or photocoagulation of skin of trunk
QBSA50;Cryotherapy of skin of trunk
QBSA99;Other local destruction of skin of trunk
QBSB00;Suture of skin of trunk
QBSB05;Revision of wound of skin of trunk
QBSB10;Major dressing of wound of skin of trunk
QBSB99;Other procedure for wound of skin of trunk
QBSC00;Removal of foreign body from skin or subcutaneous tissue of trunk
QBSD00;Dressing of major burn of trunk
QBSD10;Debridement of burn of trunk
QBSD20;Excision and coverage of burn of trunk
QBSE00;Excision of loose skin or fold of skin from trunk
QBSE05;Excision of sweat glands or sweat gland-bearing skin of trunk
QBSE20;Excision and repair of scar or web of skin of trunk
QBSE25;Excision and repair of scar of trunk caused by burn
QBSE30;Excision and repair of surgical scar of trunk
QBSE35;Repair of skin defect of trunk after surgery or injury
QBSE40;Repair of anomaly or lesion after disease of skin of trunk
QBSE60;Eksternal extension of skin of trunk
QBSE80;Excision of other lesion extending through all layers of skin of trunk
QBSE82;Excision of other superficial lesion of skin of trunk
QBSE99;Other excision or repair of skin of trunk
QBSG00;Debridement of bedsore of trunk
QBSG10;Excision and repair of bedsore of trunk
QBSG20;Operation for chronic ulcer or fistula of skin of trunk
QBSG30;Delayed skin closure of surgical wound of trunk
QBSG99;Other operation for chronic ulcer or fistula of skin of trunk
QBSJ00;Liposuction in trunk
QBSJ05;Other correction of loose or redundant skin of trunk
QBSJ30;Correction of abdominal apron
QBSJ35;Other correction of extra skin of trunk
QBSJ99;Other aesthetic correction of skin of trunk
QCO001;Local radiotherapy of upper limb
QCSA00;Puncture of skin of upper limb
QCSA10;Incision of skin of upper limb
QCSA20;Dermabrasio or shaving of lesion of skin of upper limb
QCSA30;Electrocoagulation of skin of upper limb
QCSA40;Laser therapy or photocoagulation of skin of upper limb
QCSA50;Cryotherapy of skin of upper limb
QCSA99;Other local destruction of skin of upper limb
QCSB00;Suture of skin of upper limb
QCSB05;Revision of wound of skin of upper limb
QCSB10;Major dressing of wound of skin of upper limb
QCSB99;Other procedure for wound of skin of upper limb
QCSC00;Removal of foreign body from skin or subcutaneous tissue of upper limb
QCSD00;Dressing of major burn of upper limb
QCSD10;Debridement of burn of upper limb
QCSD20;Excision and coverage of burn of upper limb
QCSE00;Excision of loose skin or fold of skin from upper limb
QCSE20;Excision and repair of scar or web of skin of upper limb
QCSE25;Excision and repair of scar of upper limb caused by burn
QCSE30;Excision and repair of surgical scar of upper limb
QCSE35;Repair of skin defect of upper limb after surgery or injury
QCSE40;Repair of anomaly or lesion after disease of skin of upper limb
QCSE60;External extension of skin of upper limb
QCSE80;Excision of other lesion extending through all layers of skin in upper limb
QCSE82;Excision of other superficial lesion of skin in upper limb
QCSE99;Other excision or repair of skin of upper limb
QCSG20;Operation for chronic ulcer or fistula of skin of upper limb
QCSG30;Delayed skin closure of surgical wound of upper limb
QCSG99;Other operation for chronic ulcer or fistula of skin of upper limb
QCSH00;Avulsion of finger nail
QCSH10;Excision of nail bed in finger
QCSH20;Correction of deformity of finger nail
QCSH30;Transplantation of nail to finger
QCSJ00;Liposuction in upper limb
QCSJ05;Correction of loose or redundant skin of upper limb
QCSJ99;Other aesthetic operations on skin of upper limb
QDO001;Locar radiotherapy of lower limb
QDSA00;Puncture of skin of lower limb
QDSA10;Incision of skin of lower limb
QDSA20;Dermabrasio or shaving of lesion of skin of lower limb
QDSA30;Electrocoagulation of skin of lower limb
QDSA40;Laser therapy or photocoagulation of skin of lower limb
QDSA50;Cryotherapy of skin of lower limb
QDSA99;Other local destruction of skin of lower limb
QDSB00;Suture of skin of lower limb
QDSB05;Revision of wound of skin of lower limb
QDSB10;Major dressing of wound of skin of lower limb
QDSB99;Other procedure for wound of skin of lower limb
QDSC00;Removal of foreign body from skin or subcutaneous tissue of lower limb
QDSD00;Dressing of major burn of lower limb
QDSD10;Debridement of burn of lower limb
QDSD20;Excision of burn of lower limb and coverage
QDSE00;Excision of loose skin or fold of skin from lower limb
QDSE20;Excision and repair of scar or web of skin of lower limb
QDSE25;Excision and repair of scar of lower limb caused by burn
QDSE30;Excision and repair of surgical scar of lower limb
QDSE35;Repair of skin defect of lower limb after surgery or injury
QDSE40;Repair of anomaly or lesion after disease of skin of lower limb
QDSE45;Operation of syndactyly of foot
QDSE80;Excision of other lesion extending through all layers of skin in lower limb
QDSE82;Excision of other superficial lesion of skin in lower limb
QDSE99;Other excision or repair of skin of lower limb
QDSG00;Debridement of bedsore of lower limb
QDSG10;Excision and repair of bedsore of lower limb
QDSG20;Operation for chronic ulcer or fistula of skin of lower limb
QDSG30;Delayed skin closure of surgical wound of lower limb
QDSG99;Other operation for chronic ulcer or fistula of skin of lower limb
QDSH00;Avulsion of toe nail
QDSH10;Excision of nail bed in toe
QDSH20;Correction of deformity of toe nail
QDSH30;Transfer of toe nail, microsurgical
QDSJ00;Liposuction in lower limb
QDSJ05;Correction of loose or redundant skin of lower limb
QDSJ99;Other aesthetic operations on skin of lower limb
QWSA00;Repair of wound dehiscence in surgery of skin
QWSB00;Reoperation for infection in surgery of skin
