7408	codes in current filter							
Code	Text	1.	2.	3.	4.	5.	6.	7.
1FP09EA	Rask atrie- eller ventrikkelstimulering ved implantert elektrode	1	F	P	0	9	E	A
1FP09EB	Rask atriestimulering ved transøsofageal elektrode	1	F	P	0	9	E	B
1FP09TB	Elektrokonvertering av hjertearytmi i narkose	1	F	P	0	9	T	B
1FP38GA	Kontroll, omprogrammering av pacemaker  eller defibrillator	1	F	P	3	8	G	A
1FP38TB	Kontroll av implantert defibrillator med provokasjon av ventrikkelflimmer	1	F	P	3	8	T	B
1FP53JA	Implantasjon av elektrode(r) for langtids EKG-registrering	1	F	P	5	3	J	A
1FP53JB	Innlegging eller bytte av transvenøs pacemaker med atrie-, ventrikkel- og koronarveneelektrode (biventrikulær pacemaker)	1	F	P	5	3	J	B
1FP53JC	Innlegging eller bytte av transvenøs defibrillator med atrie-, ventrikkel- og koronarveneelektrode	1	F	P	5	3	J	C
1GA22AA	Skylling av pleuraempyem	1	G	A	2	2	A	A
1GA38CA	Kontroll/innstilling av diafragmastimulator	1	G	A	3	8	C	A
1GA59EA	Pleurolyse med fibrinolytika	1	G	A	5	9	E	A
1GB22AA	Trakealtoalett 	1	G	B	2	2	A	A
1GB22AB	Rensuging med sensorisk stimulans av nyfødte	1	G	B	2	2	A	B
1GB22AC	Bruk av surfactant ved initial gjenoppliving umiddelbart etter fødsel	1	G	B	2	2	A	C
1GB22AD	Bruk av surfactant senere i nyfødtperioden	1	G	B	2	2	A	D
1GB37CA	Trakeal intubasjon	1	G	B	3	7	C	A
1GB37CB	Fiberendoskopisk trakeal intubasjon 	1	G	B	3	7	C	B
1GB38CC	Tilsyn/kontroll av tracheostomi 	1	G	B	3	8	C	C
1GB55EA	Fjerning av pleuradren	1	G	B	5	5	E	A
1GC22AA	Bronkialtoalett	1	G	C	2	2	A	A
1GE09AA	Magnetisk frenikusstimulering	1	G	E	0	9	A	A
1GX12AA	Akutt ikke-invasiv positiv overtrykksventilasjon	1	G	X	1	2	A	A
1GX12AB	Kronisk respiratorbehandling 	1	G	X	1	2	A	B
1GX12AC	Respiratorbehandling med kontinuerlig positivt luftveistrykk	1	G	X	1	2	A	C
1GX12AD	Respiratorbehandling med bifasisk positivt luftveistrykk	1	G	X	1	2	A	D
1GX12AE	Respiratorbehandling med oksygen 	1	G	X	1	2	A	E
1GX12AF	Respiratorbehandling med inhalasjon av broncholytika / inhalasjonssteroider 	1	G	X	1	2	A	F
1GX12AG	Respiratorbehandling med NO-inhalasjon 	1	G	X	1	2	A	G
1GX12AH	Respiratorbehandling med NO donorer (sildenafil o.a.)	1	G	X	1	2	A	H
1GX12AJ	Respiratorbehandling med høyfrekvensventilasjon 	1	G	X	1	2	A	J
1GX38CA	Kontroll av kronisk oksygenbehandling	1	G	X	3	8	C	A
1GX38CB	Kontroll av behandling med luftveismottrykk (CPAP/BiPAP)	1	G	X	3	8	C	B
1JA21AA	Akutt peritonealdialyse	1	J	A	2	1	A	A
1JA21AB	Kronisk peritonealdialyse med manuelt bytte	1	J	A	2	1	A	B
1JA21AC	Kronisk peritonealdialyse ved automatisert nattlig bytte	1	J	A	2	1	A	C
1JA38CA	Kontroll/bytte av peritonealt dialysekateter	1	J	A	3	8	C	A
1JD22AA	Ventrikkelskylling	1	J	D	2	2	A	A
1JD38CA	Stell/vedlikehold av gastrostomi	1	J	D	3	8	C	A
1JF38AA	Stell/vedlikehold av ileostomi	1	J	F	3	8	A	A
1JF38AB	Stell/vedlikehold av colostomi	1	J	F	3	8	A	B
1JG22AA	Klyster	1	J	G	2	2	A	A
1JG38CA	Utprøving og stell/vedlikehold av inkontinenshjelpemiddel	1	J	G	3	8	C	A
1JH09AA	Sakral nervestimulering ved inkontinens	1	J	H	0	9	A	A
1JH38CA	Stell/vedlikehold av analplugg ved inkontinens	1	J	H	3	8	C	A
1JX38AA	Kontroll/oppfølging av adipositasoperert pasient	1	J	X	3	8	A	A
1JX38AB	Stell/vedlikehold av uspesifisert kunstgjort åpning i mage-tarmkanalen	1	J	X	3	8	A	B
1KA21AA	Hemodialyse, akutt	1	K	A	2	1	A	A
1KA21AB	Hemodialyse, kronisk	1	K	A	2	1	A	B
1KA22AC	Skylling av nefrostomikateter	1	K	A	2	2	A	C
1KA55CA	Fjerning av nefrostomikateter	1	K	A	5	5	C	A
1KB38AA	Utprøving og stell/vedlikehold av urostomi	1	K	B	3	8	A	A
1KB53CA	Innlegging eller bytte av ureterkateter	1	K	B	5	3	C	A
1KC22CA	Skylling av permanent kateter 	1	K	C	2	2	C	A
1KC22CB	Skylling av urinblære	1	K	C	2	2	C	B
1KC38EA	Utprøving og stell/vedlikehold av cystostomi	1	K	C	3	8	E	A
1KC52GA	Tapping av urinblære	1	K	C	5	2	G	A
1KC53TA	Innlegging eller bytte av vaginal eller anal elektrisk stimulator	1	K	C	5	3	T	A
1KC55JA	Fjerning av cystostomi	1	K	C	5	5	J	A
1KC55JB	Fjerning av kateter i urinblære	1	K	C	5	5	J	B
1LC12AA	Intrauterin inseminasjon UNS	1	L	C	1	2	A	A
1LC12AB	Standard embryotransfer  (eggtransplantasjon)	1	L	C	1	2	A	B
1LC12AC	Embryotransfer med embryo som har gjennomgått intracytoplasmatisk spermieinjeksjon (ICSI)	1	L	C	1	2	A	C
1LC12AD	Embryotransfer med fryste og tinte embryoer	1	L	C	1	2	A	D
1LC38CA	Utprøving og stell/vedlikehold av prolapsring	1	L	C	3	8	C	A
1LE37AA	Tilpassing/oppfølging av pessar eller hormonring for prevensjon	1	L	E	3	7	A	A
1LE37AB	Tilpassing/oppfølging av vaginalt innlegg ved descens	1	L	E	3	7	A	B
1LF84CA	Deinfibulering etter omskjæring	1	L	F	8	4	C	A
1LX53CA	Innsetting/fjerning/skifting av subcutant implantat for prevensjon	1	L	X	5	3	C	A
1MA35AA	Medikamentell demping av riaktivitet	1	M	A	3	5	A	A
1MA35AD	Fødselsinduksjon med prostaglandin peroralt	1	M	A	3	5	A	D
1MA35TB	Ristimulering med oxytocin intravenøst	1	M	A	3	5	T	B
1MA35TC	Ristimulering med uspesifisert legemiddel intravenøst	1	M	A	3	5	T	C
1MA35TE	Fødselsinduksjon med oxytocin intravenøst	1	M	A	3	5	T	E
1MA35TF	Fødselsinduksjon med prostaglandin intravenøst	1	M	A	3	5	T	F
1MA35TG	Fødselsinduksjon med prostaglandin i cervix/vagina	1	M	A	3	5	T	G
1MA35TH	Fødselsinduksjon med uspesifisert legemiddel i cervix	1	M	A	3	5	T	H
1MA50EA	Normal fødsel med fødselshjelper til stede	1	M	A	5	0	E	A
1MA51EB	Fødsel før innleggelse i fødeavdeling	1	M	A	5	1	E	B
1MA52EC	Vannfødsel	1	M	A	5	2	E	C
1MA73TA	Amnionreduksjon	1	M	A	7	3	T	A
1NB37TA	Tilpasning av ekstern protese på skulder	1	N	B	3	7	T	A
1NB37TB	Tilpasning av ekstern protese på overarm	1	N	B	3	7	T	B
1NB37TC	Tilpasning av myoelektrisk protese på overekstremitet	1	N	B	3	7	T	C
1NB37TD	Kosmetisk tilpasning av ekstern protese på overekstremitet	1	N	B	3	7	T	D
1NB37TE	Tilpasning av annen ekstern protese på overekstremitet	1	N	B	3	7	T	E
1NB37TF	Tilpasning av patellarsenebærende protese	1	N	B	3	7	T	F
1NB84TA	Kjemisk synoviortese av skulderledd	1	N	B	8	4	T	A
1NB84TB	Synoviortese av skulderledd med radioaktive isotoper	1	N	B	8	4	T	B
1NC37TA	Tilpasning av ekstern protese på albue	1	N	C	3	7	T	A
1NC37TB	Tilpasning av ekstern protese på underarm	1	N	C	3	7	T	B
1NC84TA	Kjemisk synoviortese av albueledd	1	N	C	8	4	T	A
1NC84TB	Synoviortese av albueledd med radioaktive isotoper	1	N	C	8	4	T	B
1ND02AA	Arm- og håndfunksjonstrening	1	N	D	0	2	A	A
1ND37TA	Tilpasning av ekstern protese på håndledd	1	N	D	3	7	T	A
1ND37TB	Tilpasning av ekstern protese på finger	1	N	D	3	7	T	B
1ND84TA	Kjemisk synoviortese av karpo-metakarpalledd	1	N	D	8	4	T	A
1ND84TB	Kjemisk synoviortese av fingerledd	1	N	D	8	4	T	B
1ND84TC	Synoviortese med radioaktive isotoper av karpo-metakarpalledd	1	N	D	8	4	T	C
1ND84TD	Synoviortese med radioaktive isotoper på fingerledd	1	N	D	8	4	T	D
1NF37TA	Tilpasning av ekstern protese etter hemipelvektomi eller eksartikulasjon i hofte	1	N	F	3	7	T	A
1NF37TB	Tilpasning av ekstern protese på lår	1	N	F	3	7	T	B
1NF37TC	Tilpasning av suprakondylær protese på lår	1	N	F	3	7	T	C
1NF84TA	Kjemisk synoviortese av hofteledd	1	N	F	8	4	T	A
1NF84TB	Synoviortese av hofteledd med radioaktive isotoper	1	N	F	8	4	T	B
1NG37TA	Tilpasning av ekstern protese etter eksartikulasjon i kneledd	1	N	G	3	7	T	A
1NG37TB	Tilpasning av ekstern protese med lårkorsett på legg 	1	N	G	3	7	T	B
1NG37TC	Tilpasning av annen ekstern protese på underekstremitet	1	N	G	3	7	T	C
1NG84TA	Kjemisk synoviortese av knedledd	1	N	G	8	4	T	A
1NG84TB	Synoviortese av kneledd med radioaktive isotoper	1	N	G	8	4	T	B
1NH37TA	Tilpasning av ekstern protese på fot eller forfot	1	N	H	3	7	T	A
1NH84TA	Kjemisk synoviortese av ankelledd	1	N	H	8	4	T	A
1NH84TB	Kjemisk synoviortese av tarsalledd	1	N	H	8	4	T	B
1NH84TC	Kjemisk synoviortese av tåledd	1	N	H	8	4	T	C
1NH84TD	Synoviortese av ankelledd med radioaktive isotoper	1	N	H	8	4	T	D
1NH84TE	Synoviortese av tarsalledd med radioaktive isotoper	1	N	H	8	4	T	E
1NH84TF	Synoviortese av tåledd med radioaktive isotoper	1	N	H	8	4	T	F
1NN12AA	Ortosebehandling	1	N	N	1	2	A	A
1NN22CA	Leddskylling	1	N	N	2	2	C	A
1NN52EA	Punksjon av bindevev	1	N	N	5	2	E	A
1NX12AA	Revmatologisk behandling/trening	1	N	X	1	2	A	A
1NX12AB	Behandling av leddrørlighet	1	N	X	1	2	A	B
1NX12AC	Behandling av leddstabilitet	1	N	X	1	2	A	C
1NX37TA	Utprøving og tilpassing av ekstremitetsprotese	1	N	X	3	7	T	A
1NX37TB	Tilpasning av Symes eller Boyd protese	1	N	X	3	7	T	B
1NX37TC	Første gangs tilpasning av redresserende plastkorsett	1	N	X	3	7	T	C
1NX37TD	Første gangs tilpasning av reklinerende plastkorsett	1	N	X	3	7	T	D
1NX37TE	Tilpasning av kroppskorsett utenom etter operasjon	1	N	X	3	7	T	E
1NX37TF	Tilpasning av kroppskorsett postoperativt	1	N	X	3	7	T	F
1NX37TG	Tilpasning av tøykorsett 	1	N	X	3	7	T	G
1NX37TH	Tilpasning av sittekurv	1	N	X	3	7	T	H
1NX38CJ	Utprøving og stell/vedlikehold av ortopedteknisk hjelpemiddel	1	N	X	3	8	C	J
1NX38TK	Fornyelse av redresserende plastkorsett	1	N	X	3	8	T	K
1NX38TL	Fornyelse av reklinerende plastkorsett	1	N	X	3	8	T	L
1NX84TA	Kjemisk synoviortese av andre ledd	1	N	X	8	4	T	A
1NX84TB	Synoviortese av andre ledd med radioaktive isotoper	1	N	X	8	4	T	B
1NX84TC	Resynovektomi med kjemisk synoviortese	1	N	X	8	4	T	C
1NX84TD	Resynovektomi med synoviortese med radioaktive isotoper	1	N	X	8	4	T	D
1PB50AA	Perkutan transluminal dilatasjon av armarterie 	1	P	B	5	0	A	A
1PB50AB	Perkutan transluminal dilatasjon av bukarterie	1	P	B	5	0	A	B
1PB50AC	Perkutan transluminal dilatasjon av nyrearterie	1	P	B	5	0	A	C
1PB50AD	Perkutan transluminal dilatasjon av bekkenarterie	1	P	B	5	0	A	D
1PB50AE	Perkutan transluminal dilatasjon av benarterie	1	P	B	5	0	A	E
1PB50AF	Perkutan transluminal dilatasjon av benarterie, subintimalt	1	P	B	5	0	A	F
1PB50AG	Perkutan transluminal dilatasjon av arterie med innlegging av stent	1	P	B	5	0	A	G
1PB53AH	Innlegging eller bytte av perifer arteriekateter/-kanyle	1	P	B	5	3	A	H
1PB55CA	Fjerning av perifert arteriekateter/-kanyle	1	P	B	5	5	C	A
1PH21AA	Innlegging eller bytte av dialysefistel	1	P	H	2	1	A	A
1PH21AB	Inlegging av dialysefistel med kunstgraft	1	P	H	2	1	A	B
1PH53CA	Innlegging eller bytte av tunnelert dialysekateter	1	P	H	5	3	C	A
1PJ12AA	Kompresjonsbehandling	1	P	J	1	2	A	A
1PJ52CA	Manuell lymfedrenasje	1	P	J	5	2	C	A
1PJ52CB	Punksjon av lymfocele 	1	P	J	5	2	C	B
1PU53AA	Innlegging eller bytte av navlevenekateter	1	P	U	5	3	A	A
1PU53AB	Innlegging eller bytte av navlearteriekateter	1	P	U	5	3	A	B
1PU55CA	Fjerning av navlearterie- eller venekateter	1	P	U	5	5	C	A
1QD12AA	Bandasjering av leggsår	1	Q	D	1	2	A	A
1QX12AA	CO2 laserbehandling	1	Q	X	1	2	A	A
1QX12AB	Annen laserbehandling	1	Q	X	1	2	A	B
1QX12AC	Lysbehandling I	1	Q	X	1	2	A	C
1QX12AD	Lysbehandling II	1	Q	X	1	2	A	D
1QX12AE	Lysbehandling av nyfødte	1	Q	X	1	2	A	E
1QX12AF	Systemisk psoralen-ultraviolett-behandling 	1	Q	X	1	2	A	F
1QX12AG	Lokal psoralen-ultraviolett-behandling 	1	Q	X	1	2	A	G
1QX12AH	Fotodynamisk terapi 	1	Q	X	1	2	A	H
1QX12AJ	Grensestrålebehandling 	1	Q	X	1	2	A	J
1QX12AK	Kosmetologisk behandling ved alvorlige huddefekter	1	Q	X	1	2	A	K
1QX12AL	Dermojetbehandling	1	Q	X	1	2	A	L
1QX12AM	Iontoferese ved hyperhidrose	1	Q	X	1	2	A	M
1QX38CA	Sårbehandling av kroniske sår	1	Q	X	3	8	C	A
1RA19CA	Transfusjon av allogene stamceller fra perifert blod, beslektet giver	1	R	A	1	9	C	A
1RA19CB	Transfusjon av allogene stamceller fra perifert blod, ubeslektet giver	1	R	A	1	9	C	B
1RA19CC	Transfusjon av autologe stamceller fra benmarg	1	R	A	1	9	C	C
1RA19CD	Transfusjon av autologe stamceller fra perifert blod	1	R	A	1	9	C	D
1RA19CE	Transfusjon av allogene stamceller fra benmarg, beslektet giver	1	R	A	1	9	C	E
1RA19CF	Transfusjon av allogene stamceller fra benmarg, ubeslektet giver	1	R	A	1	9	C	F
1RA19CG	Transfusjon av stamceller fra navlestrengblod, beslektet giver	1	R	A	1	9	C	G
1RA19CH	Transfusjon av stamceller fra navlestrengblod, ubeslektet giver	1	R	A	1	9	C	H
1RA20EA	Cytaferese av stamceller	1	R	A	2	0	E	A
1RA57JA	Mobilisering for allogen stamcellehøsting	1	R	A	5	7	J	A
1RA57JB	Mobilisering for autolog stamcellehøsting	1	R	A	5	7	J	B
1RA85LA	Allogen benmargstransplantasjon	1	R	A	8	5	L	A
1RA85LB	Autolog benmargstransplantasjon	1	R	A	8	5	L	B
1RA85LC	Transplantasjon med allogene perifere stamceller 	1	R	A	8	5	L	C
1RA85LD	Transplantasjon med autologe perifere stamceller 	1	R	A	8	5	L	D
1RE19AA	Transfusjon av allogene erytrocytter	1	R	E	1	9	A	A
1RE19AB	Transfusjon av autologe erytrocytter	1	R	E	1	9	A	B
1RE19AC	Intrauterin transfusjon av erytrocytter	1	R	E	1	9	A	C
1RE20CA	Erytrocyttaferese 	1	R	E	2	0	C	A
1RE20CB	Erytrocyttreduserende cytaferese	1	R	E	2	0	C	B
1RK35AA	Infusjon av koagulasjonsfaktorkonsentrat	1	R	K	3	5	A	A
1RK35CA	Infusjon av rekombinante koagulasjonsfaktorpreparater	1	R	K	3	5	C	A
1RL19AA	Transfusjon av granulocytter	1	R	L	1	9	A	A
1RL19AB	Transfusjon av lymfocytter	1	R	L	1	9	A	B
1RL19AC	Allogen transfusjon av lymfocytter/ leukocytter,	1	R	L	1	9	A	C
1RL19AD	Infusjon av donators lymfocytter (DLI) til benmargstransplantert pasient	1	R	L	1	9	A	D
1RL20CA	Leukaferese	1	R	L	2	0	C	A
1RL20CB	Leukocyttreduserende cytaferese	1	R	L	2	0	C	B
1RP19AA	Transfusjon av plasma, autolog	1	R	P	1	9	A	A
1RP19AB	Transfusjon av plasma, allogen	1	R	P	1	9	A	B
1RP20CA	Plasmaferese med dobbelfiltrasjon	1	R	P	2	0	C	A
1RP20CB	Plasmaferese med immunadsorbsjon	1	R	P	2	0	C	B
1RP20CC	Plasmaferese med LDL-adsorbsjon	1	R	P	2	0	C	C
1RP20CD	Plasmaferese med stamcellehøsting	1	R	P	2	0	C	D
1RP35GA	Infusjon av albumin	1	R	P	3	5	G	A
1RP35GB	Infusjon av gammaglobulin	1	R	P	3	5	G	B
1RP52EA	Plasmatapping 	1	R	P	5	2	E	A
1RT19AA	Allogen transfusjon av trombocytter	1	R	T	1	9	A	A
1RT19AB	Autolog transfusjon av trombocytter	1	R	T	1	9	A	B
1RT19AC	Intrauterin transfusjon av trombocytter	1	R	T	1	9	A	C
1RT20CA	Trombocyttaferese 	1	R	T	2	0	C	A
1RT20CB	Trombocyttreduserende cytaferese	1	R	T	2	0	C	B
1RX16AC	Hemoperfusjon	1	R	X	1	6	A	C
1RX19AD	Transfusjon av erytrocytter fra peroperativt gjenvunnet sårblod (cellsaver)	1	R	X	1	9	A	D
1RX19AE	Transfusjon av sårblod fra dren	1	R	X	1	9	A	E
1RX19AF	Intrauterin blodtransfusjon	1	R	X	1	9	A	F
1RX20CA	Cytaferese, ekstrakorporal fotokjemoterapi	1	R	X	2	0	C	A
1RX20CB	Hemodiafiltrasjon	1	R	X	2	0	C	B
1RX20CC	Hemodilusjon preoperativt	1	R	X	2	0	C	C
1RX20TD	Hemofiltrasjon	1	R	X	2	0	T	D
1RX27CF	Bestråling av blodprodukter	1	R	X	2	7	C	F
1RX35GB	Infusjon av bisfosfonat	1	R	X	3	5	G	B
1RX52EA	Fullblodstapping av blodgiver	1	R	X	5	2	E	A
1RX52EB	Terapeutisk fullblodstapping	1	R	X	5	2	E	B
1RX73GA	Utskiftningstransfusjon 	1	R	X	7	3	G	A
1XA12AA	Vaksinasjoner	1	X	A	1	2	A	A
1XA12AB	Vaksinasjon med etterfølgende overvåkning	1	X	A	1	2	A	B
1XB35AA	Intravenøs injeksjon/infusjon av legemiddel	1	X	B	3	5	A	A
1XB35AB	Intramuskulær injeksjon av legemiddel	1	X	B	3	5	A	B
1XB35AC	Subkutan injeksjon av legemiddel	1	X	B	3	5	A	C
1XB35AD	Peroral administrasjon av legemiddel	1	X	B	3	5	A	D
1XB35AE	Inhalasjon av legemiddel	1	X	B	3	5	A	E
1XB35AF	Nasal administrasjon av legemiddel	1	X	B	3	5	A	F
1XB35AG	Intratekal injeksjon av legemiddel	1	X	B	3	5	A	G
1XB35AH	Intravesikal administrasjon av legemiddel	1	X	B	3	5	A	H
1XB35AJ	Administrasjon av legemiddel ved lokal applikasjon	1	X	B	3	5	A	J
1XB35AK	Annen administrasjon av legemiddel	1	X	B	3	5	A	K
1XB35AL	Intravenøs injeksjon/infusjon av cytostatika	1	X	B	3	5	A	L
1XB35AM	Intramuskulær injeksjon/infusjon av cytostatika	1	X	B	3	5	A	M
1XB35AN	Subkutan injeksjon/infusjon av cytostatika	1	X	B	3	5	A	N
1XB35AP	Peroral cytostatikabehandling	1	X	B	3	5	A	P
1XB35BA	Intratekal injeksjon/infusjon av cytostatika	1	X	B	3	5	B	A
1XB35BB	Cytostatikabehandling UNS	1	X	B	3	5	B	B
1XB35BD	Iontoforetisk tilførsel av legemiddel	1	X	B	3	5	B	D
1XB38BF	Påfylling av implantert legemiddelpumpe	1	X	B	3	8	B	F
1XB53DA	Innstilling/utprøving av legemiddelpumpe	1	X	B	5	3	D	A
1XB53DB	Innlegging eller bytte av legemiddelpumpe	1	X	B	5	3	D	B
1XB55FA	Fjerning av implantert legemiddelpumpe	1	X	B	5	5	F	A
1XD10AA	Akupunktur	1	X	D	1	0	A	A
1XD11AB	Infiltrasjonsanestesi	1	X	D	1	1	A	B
1XD11AC	Ledningsanestesi	1	X	D	1	1	A	C
1XD11AD	Intravenøs regionalanestesi	1	X	D	1	1	A	D
1XD11AE	Spinalanestesi	1	X	D	1	1	A	E
1XD11AF	Epiduralanestesi	1	X	D	1	1	A	F
1XD11AG	Overflateanestesi	1	X	D	1	1	A	G
1XD11AH	Generell anestesi	1	X	D	1	1	A	H
1XD11AJ	Stellatumblokade	1	X	D	1	1	A	J
1XD11AK	Interskalenær plexusblokade	1	X	D	1	1	A	K
1XD11AL	Supraklavikulærblokade	1	X	D	1	1	A	L
1XD11AM	Axillær plexusblokade	1	X	D	1	1	A	M
1XD11AN	Subakromial blokade	1	X	D	1	1	A	N
1XD11AP	Interpleuralblokkade	1	X	D	1	1	A	P
1XD11BA	Interkostalblokade	1	X	D	1	1	B	A
1XD11BB	Coeliacusblokade	1	X	D	1	1	B	B
1XD11BC	Splanknikusblokade	1	X	D	1	1	B	C
1XD11BD	Paravertebral sympatikusblokade	1	X	D	1	1	B	D
1XD11BE	Sympatikusblokade med iontoforese*	1	X	D	1	1	B	E
1XD11BF	Sympatikusblokade, torakal	1	X	D	1	1	B	F
1XD11BG	Sympatikusblokade, lumbal	1	X	D	1	1	B	G
1XD11BH	Diskusblokade	1	X	D	1	1	B	H
1XD11BJ	Fasettleddsblokade	1	X	D	1	1	B	J
1XD11BK	Fasettsleddsblokade med gjennomlysning	1	X	D	1	1	B	K
1XD11BL	Epiduralblokade	1	X	D	1	1	B	L
1XD11BM	Spinalblokade	1	X	D	1	1	B	M
1XD11BN	Annen regional blokade	1	X	D	1	1	B	N
1XD11BP	Hypogastricusblokade	1	X	D	1	1	B	P
1XD11CA	Inguinalblokade	1	X	D	1	1	C	A
1XD11CB	Sakroiliakablokade	1	X	D	1	1	C	B
1XD11CC	Sakralblokade	1	X	D	1	1	C	C
1XD11CD	Ischiadicusblokade	1	X	D	1	1	C	D
1XD11CE	Femoralisblokade	1	X	D	1	1	C	E
1XD11CF	Piriformisblokade	1	X	D	1	1	C	F
1XD11CG	Pudendusblokade	1	X	D	1	1	C	G
1XD11CH	Penisblokade	1	X	D	1	1	C	H
1XD11CJ	Ankelblokade	1	X	D	1	1	C	J
1XD11CK	Ismelinblokade, i.v., regional	1	X	D	1	1	C	K
1XD11CL	Blokade av perifer nerve	1	X	D	1	1	C	L
1XD11CM	Triggerpunktsblokade	1	X	D	1	1	C	M
1XD11CN	Sedering med lystgass	1	X	D	1	1	C	N
1XD12CP	Radiofrekvensbehandling	1	X	D	1	2	C	P
1XD53FA	Injeksjon/punksjon i ledd/bursa 	1	X	D	5	3	F	A
1XD53FC	Innlegging eller bytte av subkutan smertepumpe	1	X	D	5	3	F	C
1XF06AA	Terapeutisk hypotermi ved hjertestans	1	X	F	0	6	A	A
1XF07AB	Overflateoppvarming ved hypertermi	1	X	F	0	7	A	B
1XF07AC	Ekstrakorporal oppvarming	1	X	F	0	7	A	C
1XF07AD	Peritoneal oppvarming	1	X	F	0	7	A	D
1XF12CA	Behandling med antisjokkbukse - MAST eller tilsvarende	1	X	F	1	2	C	A
1XF12CB	Kuvøsebehandling	1	X	F	1	2	C	B
1XF30EB	Hjertemassasje umiddelbart etter fødsel	1	X	F	3	0	E	B
1XF30EC	Hjertemassasje senere under nyfødtperioden	1	X	F	3	0	E	C
1XF30ED	Andre opplivingstiltak på nyfødte	1	X	F	3	0	E	D
1XF30TE	Lukket, manuell, hjertekompresjon	1	X	F	3	0	T	E
1XF32EF	Akutt hyperbar oksygenbehandling	1	X	F	3	2	E	F
1XF32EG	Ekstrakorporal membranoksygenering - ECMO	1	X	F	3	2	E	G
1XF40GA	Intensivovervåkning under transport	1	X	F	4	0	G	A
1XG35AA	Hyposensibilisering	1	X	G	3	5	A	A
1XG35AB	Hurtighyposensibilisering	1	X	G	3	5	A	B
1XJ17AB	Parenteral ernæring UNS	1	X	J	1	7	A	B
1XJ17AC	Nedlegging av sonde for (par)enteral ernæring	1	X	J	1	7	A	C
1XJ17AD	Total parenteral ernæring med eller uten lipider, i sonde	1	X	J	1	7	A	D
1XJ17AE	Ernæringsbehandling med spesialkost/individuellt tilpasset kost	1	X	J	1	7	A	E
1XJ17AF	Morsmelkernæring av premature	1	X	J	1	7	A	F
1XL12AA	Ødembehandling med kompresjonspumpe / Pumpestøvel	1	X	L	1	2	A	A
1XL12AB	Medisinsk badebehandling ved hudbehandling, brannskadebehandling mm.	1	X	L	1	2	A	B
1XL12AC	Bading ved samtidig behandling med von Rosenskinne	1	X	L	1	2	A	C
1XL21CA	Oppstart av hjemmedialyse (CAPD)	1	X	L	2	1	C	A
1XL22CB	Skylling av dren (T-dren o.a.)	1	X	L	2	2	C	B
1XL32EA	Oppstart av kronisk oksygenbehandling i hjemmet	1	X	L	3	2	E	A
1XL38EB	Hjemmedialyse - oppfølging og kontroll	1	X	L	3	8	E	B
1XL38EC	Oppfølging og kontroll av kronisk oksygenbehandling i hjemmet,	1	X	L	3	8	E	C
1XL55GA	Fjerning av dren i hjemmet	1	X	L	5	5	G	A
2AA08AA	Multippel søvnlatenstest med minst åtte parametere under søvn	2	A	A	0	8	A	A
2AA24CA	Standard elektroencefalografi (EEG)	2	A	A	2	4	C	A
2AA24CB	Søvndeprivert EEG	2	A	A	2	4	C	B
2AA24CC	EEG langtidsregistrering	2	A	A	2	4	C	C
2AA24CD	EEG overvåkning med ekstrakranielle elektroder	2	A	A	2	4	C	D
2AA24CE	EEG overvåkning med intrakranielle elektroder	2	A	A	2	4	C	E
2AA24CF	Sfenoidal EEG 	2	A	A	2	4	C	F
2AA24CG	EEG med reaksjonstidsmåling	2	A	A	2	4	C	G
2AA25CJ	Sensorisk fremkalt potensial (SEP)	2	A	A	2	5	C	J
2AA58GA	Funksjonell stimulering med intrakranielle EEG elektroder	2	A	A	5	8	G	A
2AA59GB	Polygrafisk søvnregistrering uten overvåkning	2	A	A	5	9	G	B
2AA59GC	Polygrafisk søvnregistrering med overvåkning	2	A	A	5	9	G	C
2AB08AA	Lumbalpunksjon med infusjonstest	2	A	B	0	8	A	A
2AB08AB	Spinal tappetest	2	A	B	0	8	A	B
2AB08AC	Lumbalpunksjon UNS	2	A	B	0	8	A	C
2AB25CA	Transtympanal hjernestamme audiometri	2	A	B	2	5	C	A
2AB29CB	Hjernestamme audiometri med fremkalt respons	2	A	B	2	9	C	B
2AB50EA	Test på bulbocavernøs refleks	2	A	B	5	0	E	A
2AC08AA	Senrespons, P300 eller tilsvarende	2	A	C	0	8	A	A
2AC08AB	Termotest	2	A	C	0	8	A	B
2AC08AC	H-refleks	2	A	C	0	8	A	C
2AC29CA	Vibrametri	2	A	C	2	9	C	A
2AC50EA	Motorisk og sensorisk elektronevrografi	2	A	C	5	0	E	A
2AC50EB	Nevrografi med repetitive stimuleringer	2	A	C	5	0	E	B
2AD08AA	Valsalvatest	2	A	D	0	8	A	A
2AD08AB	Sympatisk hudresponstest	2	A	D	0	8	A	B
2AD08AC	Parasympatisk R-R respons	2	A	D	0	8	A	C
2AD08AD	Vippetest	2	A	D	0	8	A	D
2AX08AA	Blinkrefleks nevrografi	2	A	X	0	8	A	A
2AX24CA	Elektronystagmografi med eller uten kalorisk prøve	2	A	X	2	4	C	A
2AX94EA	Diagnostisk legemiddeltest - apomorfin, baklofen, L-dopa, mm	2	A	X	9	4	E	A
2BC08AB	Funksjonstest ved synacthenstimulering	2	B	C	0	8	A	B
2BC08AC	Funksjonstest ved metopironstimulering	2	B	C	0	8	A	C
2BC08AD	Funksjonstest ved insulinstimulering	2	B	C	0	8	A	D
